Distance_(µm),Gray_Value
105.949996948,30.977306366
106.599998474,30.757833481
107.250000000,30.758138657
107.900001526,30.781137466
108.550003052,30.646293640
109.199996948,30.615877151
109.849998474,30.823143005
110.500000000,30.245998383
111.150001526,29.841455460
111.800003052,29.816080093
112.449996948,29.740175247
113.099998474,30.032545090
113.750000000,30.266750336
114.400001526,30.546892166
115.050003052,31.108367920
115.699996948,31.390247345
116.349998474,31.321718216
117.000000000,31.322099686
117.650001526,31.469985962
118.300003052,31.469757080
118.949996948,31.199609756
119.599998474,30.714282990
120.250000000,30.532901764
120.900001526,30.679782867
121.550003052,30.684923172
122.199996948,30.372440338
122.849998474,30.195600510
123.500000000,29.821725845
124.150001526,29.575077057
124.800003052,29.724769592
125.449996948,30.070974350
126.099998474,30.380849838
126.750000000,30.610410690
127.400001526,30.934762955
128.050003052,31.050447464
128.699996948,31.663692474
129.350006104,32.274761200
130.000000000,32.378227234
130.649993896,32.267223358
131.300003052,32.349655151
131.949996948,32.530197144
132.600006104,33.090740204
133.250000000,33.520938873
133.899993896,33.526176453
134.550003052,33.444126129
135.199996948,33.591083527
135.850006104,33.530822754
136.500000000,33.443241119
137.149993896,33.339332581
137.800003052,33.099742889
138.449996948,32.857757568
139.100006104,32.490009308
139.750000000,32.369358063
140.399993896,32.321498871
141.050003052,32.719612122
141.699996948,33.592124939
142.350006104,34.227539062
143.000000000,34.473548889
143.649993896,34.826145172
144.300003052,35.194374084
144.949996948,35.349060059
145.600006104,35.268077850
146.250000000,34.866729736
146.899993896,34.597015381
147.550003052,34.523044586
148.199996948,34.412509918
148.850006104,34.634967804
149.500000000,34.992401123
150.149993896,35.327106476
150.800003052,36.015399933
151.449996948,37.518306732
152.100006104,39.521286011
152.750000000,41.052597046
153.399993896,42.153957367
154.050003052,42.410930634
154.699996948,41.914005280
155.350006104,41.507438660
156.000000000,41.227912903
156.649993896,40.807662964
157.300003052,39.878536224
157.949996948,38.534030914
158.600006104,37.708702087
159.250000000,37.137958527
159.899993896,36.513111115
160.550003052,35.706218719
161.199996948,35.427654266
161.850006104,35.070560455
162.500000000,34.772384644
163.149993896,34.120109558
163.800003052,33.458950043
164.449996948,32.711338043
165.100006104,32.014297485
165.750000000,31.080776215
166.399993896,30.363302231
167.050003052,30.147714615
167.699996948,29.977951050
168.350006104,29.769412994
169.000000000,29.669048309
169.649993896,29.797796249
170.300003052,29.557821274
170.949996948,29.282835007
171.600006104,28.935600281
172.250000000,28.656011581
172.899993896,28.559133530
173.550003052,28.687534332
174.199996948,28.771507263
174.850006104,29.001167297
175.500000000,29.164064407
176.149993896,29.243839264
176.800003052,29.424697876
177.449996948,29.538251877
178.100006104,29.524879456
178.750000000,29.235467911
179.399993896,29.131916046
180.050003052,28.919490814
180.699996948,28.929840088
181.350006104,28.624132156
182.000000000,28.365749359
182.649993896,28.386808395
183.300003052,28.552402496
183.949996948,28.567136765
184.600006104,28.737209320
185.250000000,29.068546295
185.899993896,28.788850784
186.550003052,28.649581909
187.199996948,28.886348724
187.850006104,29.126432419
188.500000000,29.515089035
189.149993896,29.295413971
189.800003052,29.395530701
190.449996948,29.607097626
191.100006104,29.817770004
191.750000000,30.139621735
192.399993896,30.050617218
193.050003052,30.036739349
193.699996948,30.149097443
194.350006104,29.980239868
195.000000000,29.927951813
195.649993896,30.157857895
196.300003052,30.421340942
196.949996948,30.624000549
197.600006104,30.467376709
198.250000000,30.511064529
198.899993896,30.562931061
199.550003052,30.670774460
200.199996948,30.748590469
200.850006104,30.571620941
201.500000000,30.559663773
202.149993896,30.801509857
202.800003052,31.035095215
203.449996948,31.073192596
204.100006104,31.104835510
204.750000000,31.131420135
