Distance_(µm),Gray_Value
752.049987793,25.248279572
752.700012207,25.161689758
753.349975586,25.268980026
754.000000000,25.849504471
754.650024414,26.570745468
755.299987793,27.002744675
755.950012207,27.674074173
756.599975586,28.069808960
757.250000000,28.540472031
757.900024414,29.384990692
758.549987793,30.337768555
759.200012207,30.868631363
759.849975586,30.990613937
760.500000000,30.711566925
761.150024414,30.415447235
761.799987793,30.138553619
762.450012207,29.868196487
763.099975586,29.784257889
763.750000000,29.874505997
764.400024414,30.265420914
765.049987793,30.760143280
765.700012207,31.602495193
766.349975586,32.024089813
767.000000000,31.979650497
767.650024414,32.039947510
768.299987793,32.094772339
768.950012207,32.044071198
769.599975586,32.141658783
770.250000000,32.307441711
770.900024414,32.305335999
771.549987793,32.236495972
772.200012207,32.064212799
772.849975586,31.389293671
773.500000000,30.887250900
774.150024414,30.633512497
774.799987793,30.569622040
775.450012207,30.643095016
776.099975586,30.412940979
776.750000000,30.271896362
777.400024414,30.376817703
778.049987793,30.733778000
778.700012207,31.173044205
779.349975586,31.675228119
780.000000000,32.099754333
780.650024414,32.198638916
781.299987793,32.263698578
781.950012207,32.444801331
782.599975586,32.067970276
783.250000000,31.488006592
783.900024414,31.032693863
784.549987793,30.772636414
785.200012207,30.933269501
785.849975586,31.671741486
786.500000000,31.977218628
787.150024414,32.262359619
787.799987793,32.566394806
788.450012207,32.924781799
789.099975586,33.145160675
789.750000000,33.361034393
790.400024414,33.613269806
791.049987793,33.596942902
791.700012207,33.570835114
792.349975586,33.369392395
793.000000000,33.140796661
793.650024414,33.125854492
794.299987793,32.642871857
794.950012207,32.156879425
795.599975586,31.903217316
796.250000000,31.451354980
796.900024414,31.032403946
797.549987793,30.677114487
798.200012207,30.240646362
798.849975586,29.978658676
799.500000000,29.895511627
800.150024414,29.972785950
800.799987793,29.769508362
801.450012207,28.872400284
802.099975586,28.327062607
802.750000000,28.178684235
803.400024414,28.112049103
804.049987793,28.013423920
804.700012207,27.718868256
805.349975586,27.489341736
806.000000000,27.515689850
806.650024414,27.548276901
807.299987793,27.325471878
807.950012207,27.396852493
808.599975586,27.478345871
809.250000000,27.017578125
809.900024414,26.598630905
810.549987793,26.399599075
811.200012207,26.346937180
811.849975586,25.983980179
812.500000000,26.129417419
813.150024414,26.339178085
813.799987793,26.553924561
814.450012207,26.856065750
815.099975586,26.990425110
815.750000000,27.060001373
816.400024414,27.211320877
817.049987793,27.545501709
817.700012207,28.072902679
818.349975586,28.461368561
819.000000000,28.507860184
819.650024414,28.957092285
820.299987793,29.895805359
820.950012207,30.330318451
821.599975586,30.734849930
822.250000000,31.392026901
822.900024414,32.316478729
823.549987793,33.180332184
824.200012207,34.112773895
824.849975586,34.870033264
825.500000000,35.702857971
826.150024414,36.534152985
826.799987793,37.170455933
827.450012207,37.865993500
828.099975586,37.983383179
828.750000000,37.666801453
829.400024414,37.006351471
830.049987793,36.505939484
830.700012207,36.046497345
831.349975586,35.365245819
832.000000000,34.337455750
832.650024414,33.916141510
833.299987793,33.362804413
833.950012207,32.709461212
834.599975586,32.202007294
835.250000000,32.036201477
835.900024414,31.935241699
836.549987793,31.902763367
837.200012207,31.881284714
837.849975586,31.943609238
838.500000000,31.871692657
839.150024414,32.074268341
839.799987793,31.896785736
840.450012207,31.884634018
841.099975586,32.310386658
841.750000000,32.666206360
842.400024414,33.016342163
843.049987793,33.469505310
843.700012207,34.200366974
844.349975586,34.569961548
845.000000000,34.828239441
845.650024414,34.420948029
846.299987793,33.909709930
846.950012207,33.852867126
847.599975586,33.562828064
848.250000000,33.895961761
848.900024414,34.399703979
849.549987793,34.633659363
850.200012207,34.820301056
850.849975586,35.286140442
851.500000000,35.488937378
852.150024414,35.558700562
852.799987793,35.272785187
853.450012207,34.966724396
854.099975586,34.574268341
854.750000000,34.164493561
855.400024414,33.736522675
856.049987793,33.163639069
856.700012207,32.621025085
857.349975586,32.183135986
858.000000000,31.841899872
858.650024414,31.330131531
859.299987793,30.835746765
859.950012207,30.571624756
860.599975586,30.364494324
861.250000000,30.238554001
861.900024414,29.860151291
862.549987793,29.531221390
863.200012207,29.215684891
863.849975586,29.129089355
864.500000000,29.054191589
865.150024414,28.650896072
865.799987793,28.097362518
866.450012207,27.683462143
867.099975586,27.189329147
867.750000000,26.605062485
868.400024414,26.435895920
869.049987793,26.048849106
869.700012207,25.661018372
870.349975586,25.362895966
871.000000000,25.430150986
871.650024414,25.603002548
872.299987793,26.193418503
872.950012207,26.950704575
873.599975586,27.207393646
874.250000000,26.997972488
874.900024414,26.637069702
875.549987793,26.416883469
876.200012207,26.261608124
876.849975586,26.393791199
877.500000000,26.735515594
878.150024414,27.342760086
878.799987793,27.934850693
879.450012207,28.807762146
880.099975586,29.475156784
880.750000000,29.902746201
881.400024414,30.880382538
882.049987793,31.873706818
882.700012207,32.598449707
883.349975586,33.361980438
884.000000000,33.944839478
884.650024414,34.045734406
885.299987793,33.951354980
885.950012207,34.017181396
886.599975586,34.683654785
887.250000000,35.129966736
887.900024414,35.591953278
888.549987793,36.013114929
889.200012207,36.280303955
889.849975586,36.347526550
890.500000000,36.444545746
891.150024414,36.371707916
891.799987793,36.030796051
892.450012207,36.048625946
893.099975586,36.223068237
893.750000000,36.774085999
894.400024414,37.131557465
895.049987793,36.612174988
895.700012207,36.155502319
896.349975586,36.175228119
897.000000000,35.832763672
897.650024414,35.374252319
898.299987793,34.534976959
898.950012207,33.687183380
899.599975586,32.738315582
900.250000000,32.041965485
900.900024414,31.190422058
901.549987793,30.641664505
902.200012207,30.322267532
902.849975586,30.233724594
903.500000000,30.283065796
904.150024414,29.942878723
904.799987793,29.619977951
905.450012207,29.270660400
906.099975586,28.664472580
906.750000000,28.004785538
907.400024414,28.041994095
908.049987793,28.086894989
908.700012207,28.046571732
909.349975586,28.301540375
910.000000000,28.626995087
910.650024414,29.118429184
911.299987793,29.265460968
911.950012207,29.596033096
912.599975586,29.959531784
913.250000000,29.252569199
913.900024414,28.449588776
914.549987793,27.992258072
915.200012207,27.376939774
915.849975586,26.993421555
916.500000000,26.845180511
917.150024414,27.256511688
917.799987793,27.726854324
918.450012207,28.200601578
919.099975586,28.385946274
919.750000000,27.889930725
920.400024414,27.231235504
921.049987793,26.862237930
921.700012207,26.467750549
922.349975586,25.941423416
923.000000000,25.691146851
923.650024414,25.283260345
924.299987793,24.897491455
924.950012207,24.436298370
925.599975586,23.834804535
926.250000000,23.448532104
926.900024414,23.214624405
927.549987793,23.264183044
928.200012207,23.475563049
928.849975586,23.528636932
929.500000000,23.522146225
930.150024414,23.485439301
930.799987793,23.427461624
931.450012207,23.227664948
932.099975586,23.017829895
932.750000000,22.945373535
933.400024414,22.937694550
934.049987793,23.069564819
934.700012207,23.254291534
935.349975586,23.322771072
936.000000000,23.323087692
936.650024414,23.371980667
937.299987793,23.489757538
937.950012207,23.392528534
938.599975586,23.286010742
939.250000000,23.466434479
939.900024414,23.600244522
940.549987793,23.902814865
941.200012207,24.213380814
941.849975586,24.556064606
942.500000000,25.117816925
943.150024414,25.690631866
943.799987793,26.213426590
944.450012207,26.734361649
945.099975586,27.028188705
945.750000000,27.063388824
946.400024414,26.883546829
947.049987793,26.981761932
947.700012207,27.268642426
948.349975586,27.794046402
949.000000000,27.983339310
949.650024414,27.715345383
950.299987793,27.099658966
950.950012207,26.106798172
951.599975586,25.083803177
952.250000000,24.360666275
952.900024414,23.949073792
953.549987793,23.812885284
954.200012207,23.545063019
954.849975586,23.253353119
955.500000000,23.018442154
956.150024414,23.052253723
956.799987793,23.285644531
957.450012207,23.504503250
958.099975586,23.509862900
958.750000000,23.596851349
959.400024414,23.818277359
960.049987793,24.113307953
960.700012207,24.528154373
961.349975586,24.444652557
962.000000000,24.205198288
962.650024414,24.191051483
963.299987793,24.280750275
963.950012207,24.431594849
964.599975586,24.715017319
965.250000000,25.047676086
965.900024414,25.236797333
966.549987793,25.600431442
967.200012207,25.876760483
967.849975586,25.858222961
968.500000000,25.900732040
969.150024414,25.777099609
969.799987793,25.918378830
970.450012207,26.047813416
971.099975586,26.207712173
971.750000000,26.703550339
972.400024414,27.065156937
973.049987793,27.083225250
973.700012207,26.883022308
974.349975586,26.548597336
975.000000000,26.449710846
975.650024414,26.571590424
976.299987793,26.610569000
976.950012207,26.381114960
977.599975586,26.149049759
978.250000000,25.862480164
978.900024414,25.858350754
979.549987793,25.844123840
980.200012207,25.612859726
980.849975586,25.525644302
981.500000000,25.586717606
982.150024414,25.427453995
982.799987793,25.158147812
983.450012207,25.136981964
984.099975586,24.961629868
984.750000000,25.146415710
985.400024414,25.214073181
986.049987793,25.134605408
986.700012207,25.242006302
987.349975586,25.363977432
988.000000000,25.648443222
988.650024414,25.845602036
989.299987793,25.697246552
989.950012207,25.292634964
990.599975586,24.926208496
991.250000000,24.658868790
991.900024414,24.636743546
992.549987793,24.930831909
993.200012207,25.309995651
993.849975586,25.403957367
994.500000000,25.718261719
995.150024414,26.073516846
995.799987793,26.488101959
996.450012207,26.696828842
997.099975586,26.993633270
997.750000000,27.421205521
998.400024414,27.674741745
999.049987793,27.759365082
999.700012207,27.831769943
1000.349975586,28.078464508
1001.000000000,28.734409332
1001.650024414,29.440587997
1002.299987793,30.090623856
1002.950012207,30.882659912
1003.599975586,31.840568542
1004.250000000,32.340446472
1004.900024414,32.641021729
1005.549987793,33.127620697
1006.200012207,33.935146332
1006.849975586,34.480995178
1007.500000000,34.677467346
1008.150024414,34.888000488
1008.799987793,34.777206421
1009.450012207,35.045799255
1010.099975586,35.021884918
1010.750000000,34.467365265
1011.400024414,33.987960815
1012.049987793,33.551895142
1012.700012207,33.056411743
1013.349975586,32.905300140
1014.000000000,32.805522919
1014.650024414,32.474315643
1015.299987793,31.908266068
1015.950012207,31.463506699
1016.599975586,31.077827454
1017.250000000,30.634805679
1017.900024414,30.581356049
1018.549987793,30.282667160
1019.200012207,29.910388947
1019.849975586,29.632272720
1020.500000000,29.366399765
1021.150024414,29.258928299
1021.799987793,29.489658356
1022.450012207,29.924406052
1023.099975586,30.261539459
1023.750000000,30.652059555
1024.400024414,30.586362839
1025.050048828,30.679716110
1025.699951172,31.271110535
1026.349975586,31.795768738
1027.000000000,32.487857819
1027.650024414,32.625190735
1028.300048828,32.514823914
1028.949951172,32.367832184
1029.599975586,32.162258148
1030.250000000,31.938852310
1030.900024414,31.839277267
1031.550048828,32.249046326
1032.199951172,32.452243805
1032.849975586,32.332141876
1033.500000000,32.559089661
1034.150024414,33.086822510
1034.800048828,33.514289856
1035.449951172,33.283306122
1036.099975586,32.807735443
1036.750000000,32.747085571
1037.400024414,32.700584412
1038.050048828,32.478618622
1038.699951172,32.315738678
1039.349975586,32.246681213
1040.000000000,32.490707397
1040.650024414,32.941665649
1041.300048828,33.156990051
1041.949951172,33.165725708
1042.599975586,33.386146545
1043.250000000,33.211227417
1043.900024414,32.656063080
1044.550048828,32.583908081
1045.199951172,33.019290924
1045.849975586,33.602714539
1046.500000000,34.126575470
1047.150024414,34.384368896
1047.800048828,34.684787750
1048.449951172,35.184185028
1049.099975586,35.333904266
1049.750000000,35.332920074
1050.400024414,35.474449158
1051.050048828,35.676982880
1051.699951172,35.220424652
1052.349975586,34.114124298
1053.000000000,33.425361633
1053.650024414,32.915523529
1054.300048828,32.146560669
1054.949951172,31.353069305
1055.599975586,30.866411209
1056.250000000,30.399988174
1056.900024414,30.175008774
1057.550048828,30.043031693
1058.199951172,29.842502594
1058.849975586,29.856817245
1059.500000000,29.610017776
1060.150024414,29.253364563
1060.800048828,28.830423355
1061.449951172,28.242004395
1062.099975586,28.090448380
1062.750000000,27.847749710
1063.400024414,27.620426178
1064.050048828,27.720333099
1064.699951172,27.773445129
1065.349975586,27.697488785
1066.000000000,27.590114594
1066.650024414,27.843788147
1067.300048828,28.281394958
1067.949951172,28.163265228
1068.599975586,27.610586166
1069.250000000,27.417837143
1069.900024414,27.474861145
1070.550048828,27.394033432
1071.199951172,26.932689667
1071.849975586,26.764776230
1072.500000000,26.312582016
1073.150024414,26.341230392
1073.800048828,26.569795609
1074.449951172,26.682857513
1075.099975586,27.096040726
1075.750000000,27.174594879
1076.400024414,26.949293137
1077.050048828,26.806631088
1077.699951172,26.795896530
1078.349975586,26.628894806
1079.000000000,26.333856583
1079.650024414,26.033443451
1080.300048828,25.934604645
1080.949951172,25.900205612
1081.599975586,25.850738525
1082.250000000,25.973901749
1082.900024414,26.267139435
1083.550048828,27.006233215
1084.199951172,27.755907059
1084.849975586,28.490760803
1085.500000000,29.381593704
1086.150024414,29.790422440
1086.800048828,29.883253098
1087.449951172,30.246740341
1088.099975586,30.735050201
1088.750000000,31.352378845
1089.400024414,31.629526138
1090.050048828,31.548666000
1090.699951172,31.635189056
1091.349975586,31.518951416
1092.000000000,31.376667023
1092.650024414,31.447946548
1093.300048828,31.704381943
1093.949951172,31.741895676
1094.599975586,31.682973862
1095.250000000,31.027738571
1095.900024414,30.404584885
1096.550048828,30.116895676
1097.199951172,30.001039505
1097.849975586,30.166254044
1098.500000000,30.290964127
1099.150024414,30.633766174
1099.800048828,30.700210571
1100.449951172,30.570678711
1101.099975586,30.536905289
1101.750000000,30.721130371
1102.400024414,31.272377014
1103.050048828,31.654756546
1103.699951172,31.642738342
1104.349975586,31.396812439
1105.000000000,31.107149124
1105.650024414,30.753252029
1106.300048828,30.284349442
1106.949951172,29.839216232
1107.599975586,29.466667175
1108.250000000,29.392553329
1108.900024414,29.107593536
1109.550048828,28.879770279
1110.199951172,29.069345474
1110.849975586,29.493917465
1111.500000000,29.459190369
1112.150024414,29.164049149
1112.800048828,29.191200256
1113.449951172,29.045251846
1114.099975586,29.086231232
1114.750000000,29.055692673
1115.400024414,29.248802185
1116.050048828,29.420509338
1116.699951172,29.193326950
1117.349975586,29.037254333
1118.000000000,29.009304047
1118.650024414,28.759420395
1119.300048828,28.813560486
1119.949951172,28.832920074
1120.599975586,28.910026550
1121.250000000,29.085399628
1121.900024414,29.300533295
1122.550048828,29.556186676
1123.199951172,29.910087585
1123.849975586,30.283281326
1124.500000000,30.748699188
1125.150024414,31.011899948
1125.800048828,31.058025360
1126.449951172,31.045866013
1127.099975586,31.429025650
1127.750000000,31.830089569
1128.400024414,32.096454620
1129.050048828,32.191097260
1129.699951172,32.621555328
1130.349975586,33.069694519
1131.000000000,33.438987732
1131.650024414,33.644680023
1132.300048828,33.814052582
1132.949951172,34.230121613
1133.599975586,34.035610199
1134.250000000,33.895359039
1134.900024414,33.795501709
1135.550048828,33.713176727
1136.199951172,33.878868103
1136.849975586,34.287918091
1137.500000000,34.742362976
1138.150024414,34.757995605
1138.800048828,35.245761871
1139.449951172,35.383674622
1140.099975586,35.532966614
1140.750000000,36.224487305
1141.400024414,36.468765259
1142.050048828,36.399894714
1142.699951172,36.403472900
1143.349975586,36.309921265
1144.000000000,35.803638458
1144.650024414,35.383335114
1145.300048828,35.070777893
1145.949951172,34.844715118
1146.599975586,34.818840027
1147.250000000,34.698776245
1147.900024414,34.772560120
1148.550048828,35.126354218
1149.199951172,34.916355133
1149.849975586,34.479446411
1150.500000000,34.378742218
1151.150024414,34.261013031
1151.800048828,34.299537659
1152.449951172,34.318965912
1153.099975586,34.658657074
1153.750000000,35.351959229
1154.400024414,35.872352600
1155.050048828,36.392711639
1155.699951172,36.866455078
1156.349975586,37.039115906
1157.000000000,36.385482788
1157.650024414,35.098560333
1158.300048828,34.043983459
1158.949951172,33.398094177
1159.599975586,33.006198883
1160.250000000,32.575447083
1160.900024414,32.106853485
1161.550048828,31.652545929
1162.199951172,31.408374786
1162.849975586,31.544397354
1163.500000000,31.565849304
1164.150024414,31.608331680
1164.800048828,31.501312256
1165.449951172,30.936784744
1166.099975586,30.323308945
1166.750000000,29.883150101
1167.400024414,29.877798080
1168.050048828,29.824810028
1168.699951172,29.903865814
1169.349975586,30.351394653
1170.000000000,30.575643539
1170.650024414,30.697391510
1171.300048828,30.364025116
1171.949951172,30.148830414
1172.599975586,30.378343582
1173.250000000,30.599514008
1173.900024414,30.469644547
1174.550048828,30.075166702
1175.199951172,29.879493713
1175.849975586,30.048917770
1176.500000000,29.578317642
1177.150024414,28.915954590
1177.800048828,28.501031876
1178.449951172,28.153318405
1179.099975586,27.756172180
1179.750000000,27.468378067
1180.400024414,27.421733856
1181.050048828,27.282878876
1181.699951172,26.778949738
1182.349975586,26.252218246
1183.000000000,26.225334167
1183.650024414,26.482536316
1184.300048828,26.668613434
1184.949951172,27.026664734
1185.599975586,27.087894440
1186.250000000,26.854293823
1186.900024414,26.932270050
1187.550048828,27.205160141
1188.199951172,27.406717300
1188.849975586,27.767677307
1189.500000000,28.213525772
1190.150024414,28.176538467
1190.800048828,28.109319687
1191.449951172,28.461109161
1192.099975586,28.638818741
1192.750000000,28.498472214
1193.400024414,28.344968796
1194.050048828,28.280279160
1194.699951172,27.675445557
1195.349975586,26.816549301
1196.000000000,26.247453690
1196.650024414,25.679784775
1197.300048828,25.054237366
1197.949951172,24.558225632
1198.599975586,24.402536392
1199.250000000,24.268863678
1199.900024414,24.179687500
1200.550048828,24.216732025
1201.199951172,24.538307190
1201.849975586,24.688198090
1202.500000000,24.629991531
1203.150024414,24.399854660
1203.800048828,24.057308197
1204.449951172,23.985397339
1205.099975586,24.255376816
1205.750000000,24.387166977
1206.400024414,24.556081772
1207.050048828,25.116693497
1207.699951172,25.890029907
1208.349975586,26.481697083
1209.000000000,26.909822464
1209.650024414,27.816593170
1210.300048828,28.961452484
1210.949951172,29.674566269
1211.599975586,29.858219147
1212.250000000,30.030429840
1212.900024414,29.871826172
1213.550048828,29.355358124
1214.199951172,28.104867935
1214.849975586,26.704719543
1215.500000000,25.387676239
1216.150024414,24.423328400
1216.800048828,24.100990295
1217.449951172,24.061735153
1218.099975586,24.250097275
1218.750000000,24.388366699
1219.400024414,24.316993713
1220.050048828,24.118604660
1220.699951172,23.791925430
1221.349975586,23.609628677
1222.000000000,23.506422043
1222.650024414,23.767608643
1223.300048828,23.852098465
1223.949951172,23.688423157
1224.599975586,23.376804352
1225.250000000,23.051048279
1225.900024414,22.723842621
1226.550048828,22.796575546
1227.199951172,22.760610580
1227.849975586,22.549079895
1228.500000000,22.416984558
1229.150024414,22.545320511
1229.800048828,22.376102448
1230.449951172,22.072919846
1231.099975586,22.014797211
1231.750000000,21.953453064
1232.400024414,21.795030594
1233.050048828,21.732810974
1233.699951172,21.849851608
1234.349975586,21.929172516
1235.000000000,22.073116302
1235.650024414,22.566221237
1236.300048828,23.214921951
1236.949951172,23.575759888
1237.599975586,23.825553894
1238.250000000,24.409816742
1238.900024414,25.169542313
1239.550048828,25.737958908
1240.199951172,25.931528091
1240.849975586,26.449722290
1241.500000000,27.208303452
1242.150024414,27.262168884
1242.800048828,26.968955994
1243.449951172,26.761137009
1244.099975586,26.679677963
1244.750000000,26.625867844
1245.400024414,26.605894089
1246.050048828,26.603500366
1246.699951172,26.616716385
1247.349975586,26.360139847
1248.000000000,26.202999115
1248.650024414,26.018568039
1249.300048828,25.952266693
1249.949951172,25.939170837
1250.599975586,25.792171478
1251.250000000,25.584613800
1251.900024414,25.510198593
1252.550048828,25.537773132
1253.199951172,25.169664383
1253.849975586,24.572149277
1254.500000000,24.416975021
1255.150024414,24.226066589
1255.800048828,24.027551651
1256.449951172,23.854383469
1257.099975586,23.655847549
1257.750000000,23.455331802
1258.400024414,23.044120789
1259.050048828,22.777910233
1259.699951172,22.707090378
1260.349975586,22.664085388
1261.000000000,22.736761093
1261.650024414,22.843896866
1262.300048828,22.662160873
1262.949951172,22.428409576
1263.599975586,22.409252167
1264.250000000,22.601306915
1264.900024414,22.668817520
1265.550048828,22.670326233
1266.199951172,22.327318192
1266.849975586,22.144622803
1267.500000000,22.038501740
1268.150024414,21.720909119
1268.800048828,21.410327911
1269.449951172,21.309829712
1270.099975586,21.018209457
1270.750000000,20.644382477
1271.400024414,20.470151901
1272.050048828,20.451166153
1272.699951172,20.433326721
1273.349975586,20.528276443
1274.000000000,20.711704254
1274.650024414,20.911361694
1275.300048828,21.180185318
1275.949951172,21.280878067
1276.599975586,21.521337509
1277.250000000,21.987401962
1277.900024414,22.154268265
1278.550048828,22.026334763
1279.199951172,21.754892349
1279.849975586,21.723972321
1280.500000000,21.764478683
1281.150024414,21.807310104
1281.800048828,22.065496445
1282.449951172,22.155422211
1283.099975586,22.343709946
1283.750000000,22.624938965
1284.400024414,22.836801529
1285.050048828,22.721187592
1285.699951172,22.590509415
1286.349975586,22.410182953
1287.000000000,22.355457306
1287.650024414,22.263317108
1288.300048828,22.611436844
1288.949951172,22.416482925
1289.599975586,22.170793533
1290.250000000,22.609638214
1290.900024414,22.599241257
1291.550048828,22.370285034
1292.199951172,21.960023880
1292.849975586,21.451364517
1293.500000000,21.187002182
1294.150024414,21.143417358
1294.800048828,21.192966461
1295.449951172,21.141017914
1296.099975586,21.135364532
1296.750000000,21.309387207
1297.400024414,21.442790985
1298.050048828,21.397867203
1298.699951172,21.313064575
1299.349975586,20.963859558
1300.000000000,20.539075851
1300.650024414,20.454833984
1301.300048828,20.699575424
1301.949951172,20.891397476
1302.599975586,20.866720200
1303.250000000,20.913074493
1303.900024414,21.056434631
1304.550048828,21.205621719
1305.199951172,21.477365494
1305.849975586,21.768875122
1306.500000000,22.066467285
1307.150024414,22.346435547
1307.800048828,22.462457657
1308.449951172,22.669441223
1309.099975586,22.787332535
1309.750000000,22.982736588
1310.400024414,23.244407654
1311.050048828,23.578475952
1311.699951172,23.656841278
1312.349975586,23.478385925
1313.000000000,23.389808655
1313.650024414,23.554262161
1314.300048828,23.875488281
1314.949951172,24.008682251
1315.599975586,23.733964920
1316.250000000,23.315422058
1316.900024414,22.811164856
1317.550048828,22.447826385
1318.199951172,22.205198288
1318.849975586,21.891443253
1319.500000000,21.620225906
1320.150024414,21.595760345
1320.800048828,21.454750061
1321.449951172,21.301460266
1322.099975586,21.049322128
1322.750000000,20.700750351
1323.400024414,20.422679901
1324.050048828,20.152238846
1324.699951172,19.806907654
1325.349975586,19.539789200
1326.000000000,19.504358292
1326.650024414,19.636945724
1327.300048828,19.784280777
1327.949951172,19.619058609
1328.599975586,19.536977768
1329.250000000,19.512273788
1329.900024414,19.477207184
1330.550048828,19.385311127
1331.199951172,19.365633011
1331.849975586,19.406347275
1332.500000000,19.514286041
1333.150024414,19.666311264
1333.800048828,19.650587082
1334.449951172,19.643257141
1335.099975586,19.640701294
1335.750000000,19.540037155
1336.400024414,19.207489014
1337.050048828,19.135055542
1337.699951172,19.205711365
1338.349975586,19.313652039
1339.000000000,19.361541748
1339.650024414,19.395313263
1340.300048828,19.411001205
1340.949951172,19.374721527
1341.599975586,19.465280533
1342.250000000,19.614562988
1342.900024414,19.834838867
1343.550048828,19.789794922
1344.199951172,19.730808258
1344.849975586,19.719568253
1345.500000000,19.799175262
1346.150024414,19.941289902
1346.800048828,20.211038589
1347.449951172,20.691169739
1348.099975586,20.667697906
1348.750000000,20.203273773
1349.400024414,19.754610062
1350.050048828,19.508476257
1350.699951172,19.412397385
1351.349975586,19.430025101
1352.000000000,19.478940964
1352.650024414,19.702688217
1353.300048828,19.861772537
1353.949951172,19.868043900
1354.599975586,19.879093170
1355.250000000,19.774478912
1355.900024414,19.547687531
1356.550048828,19.496799469
1357.199951172,19.421386719
1357.849975586,19.336708069
1358.500000000,19.402523041
1359.150024414,19.583763123
1359.800048828,19.592212677
1360.449951172,19.685998917
1361.099975586,19.780693054
1361.750000000,19.703712463
1362.400024414,19.510696411
1363.050048828,19.537704468
1363.699951172,19.602531433
1364.349975586,19.651767731
1365.000000000,19.629175186
1365.650024414,19.765981674
1366.300048828,19.703767776
1366.949951172,19.699344635
1367.599975586,19.668664932
1368.250000000,19.510417938
1368.900024414,19.637903214
1369.550048828,20.025884628
1370.199951172,20.403469086
1370.849975586,20.471517563
1371.500000000,20.528453827
1372.150024414,20.731977463
1372.800048828,20.985038757
1373.449951172,21.261148453
1374.099975586,21.526582718
1374.750000000,21.753435135
1375.400024414,21.866714478
1376.050048828,21.926021576
1376.699951172,21.901880264
1377.349975586,21.737253189
1378.000000000,21.668174744
1378.650024414,21.664752960
1379.300048828,21.576749802
1379.949951172,21.598367691
1380.599975586,21.796812057
1381.250000000,22.078329086
1381.900024414,22.135360718
1382.550048828,22.021244049
1383.199951172,22.047340393
1383.849975586,22.184888840
1384.500000000,22.164619446
1385.150024414,21.853382111
1385.800048828,21.607587814
1386.449951172,21.670459747
1387.099975586,21.547374725
1387.750000000,21.187284470
1388.400024414,21.056175232
1389.050048828,20.971908569
1389.699951172,20.923360825
1390.349975586,20.997938156
1391.000000000,20.985671997
1391.650024414,20.870227814
1392.300048828,20.921426773
1392.949951172,21.299816132
1393.599975586,21.575830460
1394.250000000,21.729719162
1394.900024414,21.813631058
1395.550048828,21.958387375
1396.199951172,22.149234772
1396.849975586,22.277971268
1397.500000000,22.546356201
1398.150024414,22.763496399
1398.800048828,22.593872070
1399.449951172,22.728128433
1400.099975586,22.903001785
1400.750000000,23.044874191
1401.400024414,23.701251984
1402.050048828,24.185417175
1402.699951172,24.411096573
1403.349975586,24.691844940
1404.000000000,25.072435379
1404.650024414,25.440469742
1405.300048828,25.862953186
1405.949951172,25.950975418
1406.599975586,25.646080017
1407.250000000,25.235221863
1407.900024414,24.871164322
1408.550048828,24.467220306
1409.199951172,24.211704254
1409.849975586,24.019964218
1410.500000000,23.699378967
1411.150024414,23.619606018
1411.800048828,23.782482147
1412.449951172,23.908590317
1413.099975586,23.999849319
1413.750000000,24.322286606
1414.400024414,25.225999832
1415.050048828,26.410301208
1415.699951172,27.094295502
1416.349975586,27.747142792
1417.000000000,27.836971283
1417.650024414,27.649471283
1418.300048828,27.844135284
1418.949951172,28.351522446
1419.599975586,28.925701141
1420.250000000,29.261539459
1420.900024414,29.230573654
1421.550048828,28.659936905
1422.199951172,27.896068573
1422.849975586,27.129589081
1423.500000000,26.754901886
1424.150024414,26.473779678
1424.800048828,26.297327042
1425.449951172,26.186264038
1426.099975586,26.010799408
1426.750000000,25.681055069
1427.400024414,25.519250870
1428.050048828,25.438247681
1428.699951172,25.312158585
1429.349975586,24.923782349
1430.000000000,24.672382355
1430.650024414,24.577552795
1431.300048828,24.455366135
1431.949951172,24.206335068
1432.599975586,24.225990295
1433.250000000,24.414617538
1433.900024414,24.263179779
1434.550048828,23.478698730
1435.199951172,22.818101883
1435.849975586,22.607124329
1436.500000000,22.772596359
1437.150024414,22.830581665
1437.800048828,22.829372406
1438.449951172,22.795896530
1439.099975586,22.251659393
1439.750000000,21.802152634
1440.400024414,21.812234879
1441.050048828,21.829809189
1441.699951172,21.623691559
1442.349975586,21.340114594
1443.000000000,21.013519287
1443.650024414,20.674678802
1444.300048828,20.811937332
1444.949951172,21.090494156
1445.599975586,21.095117569
1446.250000000,21.053798676
1446.900024414,21.103311539
1447.550048828,21.342309952
1448.199951172,21.608602524
1448.849975586,21.850982666
1449.500000000,21.933393478
1450.150024414,22.101633072
1450.800048828,22.345310211
1451.449951172,22.286899567
1452.099975586,22.259990692
1452.750000000,22.380514145
1453.400024414,22.601272583
1454.050048828,22.593235016
1454.699951172,22.639173508
1455.349975586,22.622789383
1456.000000000,22.597751617
1456.650024414,22.813861847
1457.300048828,23.001207352
1457.949951172,23.132223129
1458.599975586,23.238168716
1459.250000000,23.541658401
1459.900024414,23.451068878
1460.550048828,23.173437119
1461.199951172,23.181591034
1461.849975586,23.490442276
1462.500000000,22.882352829
1463.150024414,21.675050735
1463.800048828,21.148250580
1464.449951172,21.062150955
1465.099975586,20.947610855
1465.750000000,20.425640106
1466.400024414,20.128894806
1467.050048828,20.036651611
1467.699951172,20.062206268
1468.349975586,20.212984085
1469.000000000,20.294448853
1469.650024414,20.263843536
