Distance_(µm),Gray_Value
754.650024414,18.925552368
755.299987793,19.253286362
755.950012207,19.436740875
756.599975586,19.488914490
757.250000000,19.698322296
757.900024414,19.565359116
758.549987793,19.332630157
759.200012207,19.181381226
759.849975586,19.015495300
760.500000000,18.952268600
761.150024414,19.068515778
761.799987793,19.126619339
762.450012207,19.234155655
763.099975586,19.222248077
763.750000000,19.254348755
764.400024414,19.250074387
765.049987793,19.090520859
765.700012207,19.275985718
766.349975586,20.109102249
767.000000000,21.488861084
767.650024414,22.233901978
768.299987793,22.537050247
768.950012207,22.516155243
769.599975586,21.469896317
770.250000000,20.366716385
770.900024414,19.989061356
771.549987793,20.134180069
772.200012207,20.307456970
772.849975586,20.354619980
773.500000000,20.481916428
774.150024414,20.419687271
774.799987793,20.297538757
775.450012207,20.467836380
776.099975586,20.737220764
776.750000000,20.881772995
777.400024414,20.978473663
778.049987793,20.959125519
778.700012207,20.945711136
779.349975586,20.742105484
780.000000000,20.400217056
780.650024414,20.148164749
781.299987793,20.090057373
781.950012207,20.045719147
782.599975586,19.991357803
783.250000000,19.752700806
783.900024414,19.428720474
784.549987793,19.359771729
785.200012207,19.295385361
785.849975586,19.074182510
786.500000000,18.993789673
787.150024414,18.955890656
787.799987793,18.804706573
788.450012207,18.822429657
789.099975586,18.909353256
789.750000000,18.923385620
790.400024414,18.961488724
791.049987793,18.889282227
791.700012207,18.940578461
792.349975586,18.862878799
793.000000000,18.595512390
793.650024414,18.573490143
794.299987793,18.621393204
794.950012207,18.801961899
795.599975586,18.694215775
796.250000000,18.752590179
796.900024414,18.796098709
797.549987793,18.873302460
798.200012207,19.117607117
798.849975586,19.547504425
799.500000000,19.933586121
800.150024414,19.984634399
800.799987793,19.971069336
801.450012207,20.119464874
802.099975586,20.147413254
802.750000000,19.991067886
803.400024414,19.863491058
804.049987793,19.907258987
804.700012207,19.715621948
805.349975586,19.525833130
806.000000000,19.639312744
806.650024414,19.591636658
807.299987793,19.442859650
807.950012207,19.336767197
808.599975586,19.252990723
809.250000000,19.285980225
809.900024414,19.288213730
810.549987793,19.325052261
811.200012207,19.390365601
811.849975586,19.401407242
812.500000000,19.327127457
813.150024414,19.509723663
813.799987793,19.826650620
814.450012207,20.249418259
815.099975586,20.281089783
815.750000000,20.392557144
816.400024414,20.608020782
817.049987793,20.860883713
817.700012207,20.636283875
818.349975586,20.640354156
819.000000000,20.659357071
819.650024414,20.686021805
820.299987793,20.415269852
820.950012207,20.019895554
821.599975586,20.106582642
822.250000000,20.188877106
822.900024414,20.621706009
823.549987793,20.838861465
824.200012207,20.704347610
824.849975586,20.899032593
825.500000000,21.057130814
826.150024414,20.985042572
826.799987793,21.011054993
827.450012207,20.948862076
828.099975586,20.858894348
828.750000000,20.587459564
829.400024414,20.378480911
830.049987793,20.178949356
830.700012207,20.098943710
831.349975586,20.030172348
832.000000000,19.892925262
832.650024414,19.745302200
833.299987793,19.706447601
833.950012207,19.994623184
834.599975586,20.171804428
835.250000000,20.137016296
835.900024414,20.162326813
836.549987793,20.210807800
837.200012207,20.041589737
837.849975586,19.834220886
838.500000000,19.731121063
839.150024414,19.623458862
839.799987793,19.772228241
840.450012207,19.917009354
841.099975586,20.063007355
841.750000000,20.286510468
842.400024414,20.588970184
843.049987793,20.626554489
843.700012207,20.825262070
844.349975586,20.932027817
845.000000000,21.107591629
845.650024414,21.315233231
846.299987793,21.411256790
846.950012207,21.765079498
847.599975586,21.908737183
848.250000000,21.922435760
848.900024414,21.895534515
849.549987793,21.869037628
850.200012207,21.808465958
850.849975586,21.773849487
851.500000000,21.833175659
852.150024414,21.876848221
852.799987793,21.733688354
853.450012207,21.414876938
854.099975586,21.383605957
854.750000000,21.174751282
855.400024414,20.819990158
856.049987793,20.792373657
856.700012207,20.741487503
857.349975586,20.667959213
858.000000000,20.250802994
858.650024414,20.141744614
859.299987793,20.218343735
859.950012207,20.105709076
860.599975586,20.093395233
861.250000000,20.159122467
861.900024414,20.237459183
862.549987793,19.886283875
863.200012207,19.821744919
863.849975586,19.801853180
864.500000000,19.815620422
865.150024414,19.685420990
865.799987793,19.263196945
866.450012207,19.010957718
867.099975586,18.988967896
867.750000000,19.109254837
868.400024414,19.120098114
869.049987793,19.322256088
869.700012207,19.737724304
870.349975586,19.911798477
871.000000000,20.009986877
871.650024414,20.052080154
872.299987793,20.042127609
872.950012207,20.035732269
873.599975586,20.031667709
874.250000000,19.903856277
874.900024414,19.953708649
875.549987793,19.966609955
876.200012207,19.625961304
876.849975586,19.339992523
877.500000000,19.223484039
878.150024414,19.294395447
878.799987793,19.307516098
879.450012207,19.307071686
880.099975586,19.365098953
880.750000000,19.358930588
881.400024414,19.314157486
882.049987793,19.305242538
882.700012207,19.451202393
883.349975586,19.614536285
884.000000000,19.677150726
884.650024414,19.551799774
885.299987793,19.552293777
885.950012207,19.473773956
886.599975586,19.314941406
887.250000000,19.276237488
887.900024414,19.595678329
888.549987793,19.914482117
889.200012207,20.033081055
889.849975586,20.185352325
890.500000000,20.319166183
891.150024414,20.636901855
891.799987793,20.870460510
892.450012207,20.801475525
893.099975586,20.696702957
893.750000000,20.476823807
894.400024414,20.570964813
895.049987793,20.938718796
895.700012207,20.875129700
896.349975586,20.350914001
897.000000000,20.360275269
897.650024414,20.639829636
898.299987793,20.689895630
898.950012207,20.559375763
899.599975586,20.569047928
900.250000000,20.818950653
900.900024414,21.440000534
901.549987793,21.972295761
902.200012207,22.211734772
902.849975586,22.005083084
903.500000000,21.883646011
904.150024414,21.800369263
904.799987793,21.983245850
905.450012207,22.003648758
906.099975586,21.964332581
906.750000000,22.026359558
907.400024414,22.153404236
908.049987793,22.119682312
908.700012207,22.167118073
909.349975586,21.972381592
910.000000000,21.687995911
910.650024414,21.676063538
911.299987793,21.482023239
911.950012207,21.172834396
912.599975586,20.820989609
913.250000000,20.482488632
913.900024414,20.362268448
914.549987793,20.450967789
915.200012207,20.442541122
915.849975586,20.206504822
916.500000000,19.768383026
917.150024414,19.579362869
917.799987793,19.578660965
918.450012207,19.734586716
919.099975586,19.762674332
919.750000000,19.986068726
920.400024414,20.131938934
921.049987793,19.910419464
921.700012207,19.743967056
922.349975586,19.640630722
923.000000000,19.625829697
923.650024414,19.355545044
924.299987793,19.156364441
924.950012207,19.020013809
925.599975586,19.036394119
926.250000000,19.139173508
926.900024414,19.192239761
927.549987793,19.332872391
928.200012207,19.566244125
928.849975586,19.409204483
929.500000000,19.363557816
930.150024414,19.629304886
930.799987793,19.867200851
931.450012207,19.726385117
932.099975586,19.568084717
932.750000000,19.503236771
933.400024414,19.606887817
934.049987793,19.734394073
934.700012207,19.799406052
935.349975586,19.927146912
936.000000000,19.951824188
936.650024414,20.171981812
937.299987793,20.310602188
937.950012207,20.356163025
938.599975586,20.465705872
939.250000000,20.735778809
939.900024414,21.015092850
940.549987793,21.043973923
941.200012207,20.871726990
941.849975586,20.809473038
942.500000000,20.866926193
943.150024414,20.853322983
943.799987793,21.078767776
944.450012207,21.548416138
945.099975586,21.649250031
945.750000000,21.550060272
946.400024414,21.415233612
947.049987793,21.584194183
947.700012207,21.429096222
948.349975586,21.274488449
949.000000000,21.113098145
949.650024414,21.072246552
950.299987793,21.019790649
950.950012207,21.068542480
951.599975586,21.081769943
952.250000000,21.005638123
952.900024414,20.518182755
953.549987793,20.123300552
954.200012207,20.205030441
954.849975586,20.233573914
955.500000000,20.513193130
956.150024414,20.773735046
956.799987793,20.623636246
957.450012207,20.491315842
958.099975586,20.525787354
958.750000000,20.806959152
959.400024414,20.733661652
960.049987793,20.451688766
960.700012207,20.490171432
961.349975586,20.384454727
962.000000000,20.314586639
962.650024414,20.284383774
963.299987793,20.421615601
963.950012207,20.340629578
964.599975586,20.359533310
965.250000000,20.426256180
965.900024414,20.491603851
966.549987793,20.569688797
967.200012207,20.606300354
967.849975586,20.572391510
968.500000000,20.250413895
969.150024414,19.894290924
969.799987793,19.972253799
970.450012207,19.647251129
971.099975586,19.375738144
971.750000000,19.452173233
972.400024414,19.533744812
973.049987793,19.409812927
973.700012207,19.199251175
974.349975586,19.048505783
975.000000000,18.722570419
975.650024414,18.669445038
976.299987793,18.803377151
976.950012207,18.540931702
977.599975586,18.425018311
978.250000000,18.504753113
978.900024414,18.639675140
979.549987793,19.155567169
980.200012207,19.988754272
980.849975586,20.934474945
981.500000000,21.337343216
982.150024414,21.372188568
982.799987793,21.093273163
983.450012207,20.157840729
984.099975586,19.289737701
984.750000000,18.995525360
985.400024414,19.053482056
986.049987793,19.112695694
986.700012207,19.262289047
987.349975586,19.171073914
988.000000000,19.276418686
988.650024414,19.631286621
989.299987793,19.741037369
989.950012207,19.692911148
990.599975586,19.660852432
991.250000000,19.571065903
991.900024414,19.587320328
992.549987793,19.604249954
993.200012207,19.404655457
993.849975586,19.336147308
994.500000000,19.415649414
995.150024414,19.587924957
995.799987793,19.990045547
996.450012207,20.157323837
997.099975586,20.204801559
997.750000000,20.463981628
998.400024414,20.565805435
999.049987793,20.526348114
999.700012207,20.589677811
1000.349975586,20.668256760
1001.000000000,20.443864822
1001.650024414,20.315843582
1002.299987793,20.303529739
1002.950012207,20.173469543
1003.599975586,19.978763580
1004.250000000,19.966949463
1004.900024414,20.039876938
1005.549987793,20.160024643
1006.200012207,20.085121155
1006.849975586,20.092861176
1007.500000000,20.199745178
1008.150024414,20.378419876
1008.799987793,20.513578415
1009.450012207,20.659873962
1010.099975586,20.417032242
1010.750000000,20.205112457
1011.400024414,20.249986649
1012.049987793,20.028543472
1012.700012207,19.595134735
1013.349975586,19.215135574
1014.000000000,19.169504166
1014.650024414,19.195299149
1015.299987793,19.252660751
1015.950012207,19.385778427
1016.599975586,19.215106964
1017.250000000,19.005470276
1017.900024414,19.047847748
1018.549987793,19.198284149
1019.200012207,19.273815155
1019.849975586,19.312597275
1020.500000000,19.249658585
1021.150024414,19.115337372
1021.799987793,19.142549515
1022.450012207,19.343105316
1023.099975586,19.519622803
1023.750000000,19.481145859
1024.400024414,19.381799698
1025.050048828,19.279664993
1025.699951172,19.154848099
1026.349975586,18.929399490
1027.000000000,18.733989716
1027.650024414,18.669298172
1028.300048828,18.593130112
1028.949951172,18.512672424
1029.599975586,18.465703964
1030.250000000,18.512157440
1030.900024414,18.676651001
1031.550048828,18.409088135
1032.199951172,17.983999252
1032.849975586,17.852077484
1033.500000000,17.929803848
1034.150024414,18.020210266
1034.800048828,18.183664322
1035.449951172,18.175174713
1036.099975586,17.975549698
1036.750000000,18.039051056
1037.400024414,18.051506042
1038.050048828,18.151664734
1038.699951172,18.094667435
1039.349975586,17.807855606
1040.000000000,17.680778503
1040.650024414,17.768396378
1041.300048828,17.817453384
1041.949951172,17.745788574
1042.599975586,17.422124863
1043.250000000,17.346588135
1043.900024414,17.275833130
1044.550048828,17.116140366
1045.199951172,16.949556351
1045.849975586,16.966339111
1046.500000000,16.928739548
1047.150024414,17.016090393
1047.800048828,17.530422211
1048.449951172,18.211397171
1049.099975586,19.091485977
1049.750000000,19.278739929
1050.400024414,18.521192551
1051.050048828,17.693359375
1051.699951172,17.437686920
1052.349975586,17.375705719
1053.000000000,17.576095581
1053.650024414,17.677803040
1054.300048828,17.775257111
1054.949951172,17.645456314
1055.599975586,17.748027802
1056.250000000,17.997352600
1056.900024414,17.949630737
1057.550048828,17.957288742
1058.199951172,18.111122131
1058.849975586,18.165473938
1059.500000000,18.203071594
1060.150024414,18.153528214
1060.800048828,18.087203979
1061.449951172,18.050519943
1062.099975586,17.915645599
1062.750000000,17.970130920
1063.400024414,18.127475739
1064.050048828,18.365797043
1064.699951172,18.352727890
1065.349975586,18.506610870
1066.000000000,18.884075165
1066.650024414,19.246017456
1067.300048828,19.295814514
1067.949951172,19.025487900
1068.599975586,18.993547440
1069.250000000,19.184247971
1069.900024414,19.112218857
1070.550048828,19.299627304
1071.199951172,19.432273865
1071.849975586,19.267715454
1072.500000000,19.211908340
1073.150024414,18.969516754
1073.800048828,19.114809036
1074.449951172,19.697877884
1075.099975586,20.088373184
1075.750000000,20.090488434
1076.400024414,19.819454193
1077.050048828,19.520103455
1077.699951172,19.545759201
1078.349975586,19.330986023
1079.000000000,19.170333862
1079.650024414,19.048418045
1080.300048828,19.003406525
1080.949951172,18.987287521
1081.599975586,18.896770477
1082.250000000,18.875822067
1082.900024414,18.871835709
1083.550048828,19.009660721
1084.199951172,18.787418365
1084.849975586,18.671329498
1085.500000000,18.735521317
1086.150024414,18.844949722
1086.800048828,18.993885040
1087.449951172,19.128143311
1088.099975586,19.173719406
1088.750000000,19.050519943
1089.400024414,18.976369858
1090.050048828,19.028760910
1090.699951172,19.091838837
1091.349975586,19.219604492
1092.000000000,19.405981064
1092.650024414,19.733659744
1093.300048828,19.975317001
1093.949951172,20.196678162
1094.599975586,20.091953278
1095.250000000,19.941602707
1095.900024414,19.766540527
1096.550048828,19.779836655
1097.199951172,19.599988937
1097.849975586,19.242757797
1098.500000000,19.010694504
1099.150024414,18.890913010
1099.800048828,18.826112747
1100.449951172,18.840663910
1101.099975586,18.589788437
1101.750000000,18.486738205
1102.400024414,18.545816422
1103.050048828,18.639789581
1103.699951172,18.617872238
1104.349975586,18.610979080
1105.000000000,18.614488602
1105.650024414,18.735055923
1106.300048828,18.724733353
1106.949951172,18.647808075
1107.599975586,18.606550217
1108.250000000,18.483070374
1108.900024414,18.373197556
1109.550048828,18.326396942
1110.199951172,18.384502411
1110.849975586,18.418088913
1111.500000000,18.658489227
1112.150024414,19.111799240
1112.800048828,19.367454529
1113.449951172,19.160333633
1114.099975586,19.146520615
1114.750000000,19.499242783
1115.400024414,20.083520889
1116.050048828,20.109506607
1116.699951172,20.082593918
1117.349975586,20.227451324
1118.000000000,20.474767685
1118.650024414,20.962133408
1119.300048828,21.207757950
1119.949951172,21.000680923
1120.599975586,20.500276566
1121.250000000,20.243072510
1121.900024414,20.083438873
1122.550048828,19.846738815
1123.199951172,19.883247375
1123.849975586,20.105455399
1124.500000000,19.931453705
1125.150024414,19.905141830
1125.800048828,19.753721237
1126.449951172,19.376007080
1127.099975586,19.288742065
1127.750000000,19.152467728
1128.400024414,19.048826218
1129.050048828,19.053594589
1129.699951172,19.212968826
1130.349975586,19.405479431
1131.000000000,19.270769119
1131.650024414,19.142705917
1132.300048828,19.024778366
1132.949951172,19.043487549
1133.599975586,18.901437759
1134.250000000,18.743850708
1134.900024414,18.817903519
1135.550048828,18.862712860
1136.199951172,18.886299133
1136.849975586,19.123451233
1137.500000000,19.247749329
1138.150024414,19.359691620
1138.800048828,19.437971115
1139.449951172,19.490703583
1140.099975586,19.547176361
1140.750000000,19.464399338
1141.400024414,19.461935043
1142.050048828,19.441432953
1142.699951172,19.331399918
1143.349975586,19.231954575
1144.000000000,19.291860580
1144.650024414,19.207586288
1145.300048828,19.164987564
1145.949951172,19.230913162
1146.599975586,19.432497025
1147.250000000,19.502115250
1147.900024414,19.571641922
1148.550048828,19.636693954
1149.199951172,19.550846100
1149.849975586,19.526704788
1150.500000000,19.263790131
1151.150024414,19.085670471
1151.800048828,19.121240616
1152.449951172,19.173799515
1153.099975586,19.570020676
1153.750000000,19.903068542
1154.400024414,19.348613739
1155.050048828,18.639127731
1155.699951172,18.054189682
1156.349975586,17.958713531
1157.000000000,17.930959702
1157.650024414,17.799379349
1158.300048828,17.802085876
1158.949951172,17.870601654
1159.599975586,17.941913605
1160.250000000,17.952672958
1160.900024414,17.724969864
1161.550048828,17.608909607
1162.199951172,17.701936722
1162.849975586,17.691698074
1163.500000000,17.565538406
1164.150024414,17.347269058
1164.800048828,17.382284164
1165.449951172,17.487491608
1166.099975586,17.614606857
1166.750000000,17.718851089
1167.400024414,17.863454819
1168.050048828,17.324102402
1168.699951172,17.253301620
1169.349975586,17.498432159
1170.000000000,17.716909409
1170.650024414,17.664705276
1171.300048828,17.687141418
1171.949951172,17.830671310
1172.599975586,17.979955673
1173.250000000,17.935621262
1173.900024414,18.127731323
1174.550048828,18.242267609
1175.199951172,18.275209427
1175.849975586,18.290163040
1176.500000000,18.409460068
1177.150024414,18.579990387
1177.800048828,18.728506088
1178.449951172,18.670021057
1179.099975586,18.564426422
1179.750000000,18.539505005
1180.400024414,18.449996948
1181.050048828,18.307878494
1181.699951172,18.311481476
1182.349975586,18.381942749
1183.000000000,18.329406738
1183.650024414,18.076778412
1184.300048828,17.811349869
1184.949951172,17.747936249
1185.599975586,18.018413544
1186.250000000,18.086559296
1186.900024414,17.738231659
1187.550048828,17.585391998
1188.199951172,17.708250046
1188.849975586,17.847675323
1189.500000000,17.678197861
1190.150024414,17.682859421
1190.800048828,17.882066727
1191.449951172,17.972850800
1192.099975586,17.909530640
1192.750000000,18.136035919
1193.400024414,18.506650925
1194.050048828,18.342054367
1194.699951172,18.082399368
1195.349975586,18.197694778
1196.000000000,18.444755554
1196.650024414,18.813421249
1197.300048828,18.835544586
1197.949951172,18.617214203
1198.599975586,18.462408066
1199.250000000,18.258285522
1199.900024414,18.208101273
1200.550048828,18.103757858
1201.199951172,18.110145569
1201.849975586,18.125934601
1202.500000000,18.064365387
1203.150024414,18.164428711
1203.800048828,18.164482117
1204.449951172,17.969791412
1205.099975586,18.023931503
1205.750000000,18.131402969
1206.400024414,18.309251785
1207.050048828,18.399507523
1207.699951172,18.309505463
1208.349975586,18.264495850
1209.000000000,18.217060089
1209.650024414,18.093660355
1210.300048828,17.993349075
1210.949951172,18.018825531
1211.599975586,18.186571121
1212.250000000,18.197372437
1212.900024414,17.925607681
1213.550048828,17.881908417
1214.199951172,17.911296844
1214.849975586,18.018400192
1215.500000000,18.072605133
1216.150024414,18.124591827
1216.800048828,18.179235458
1217.449951172,17.961839676
1218.099975586,17.752025604
1218.750000000,17.779167175
1219.400024414,17.919193268
1220.050048828,18.201931000
1220.699951172,18.435474396
1221.349975586,18.532077789
1222.000000000,18.836635590
1222.650024414,18.766929626
1223.300048828,18.358203888
1223.949951172,18.119995117
1224.599975586,18.105194092
1225.250000000,18.137113571
1225.900024414,18.036378860
1226.550048828,17.983764648
1227.199951172,17.958751678
1227.849975586,17.877841949
1228.500000000,17.674579620
1229.150024414,17.551034927
1229.800048828,17.394269943
1230.449951172,17.421596527
1231.099975586,17.639122009
1231.750000000,17.777761459
1232.400024414,17.835191727
1233.050048828,17.704011917
1233.699951172,17.558950424
1234.349975586,17.555885315
1235.000000000,17.438482285
1235.650024414,17.394866943
1236.300048828,17.317226410
1236.949951172,17.389404297
1237.599975586,17.477277756
1238.250000000,17.545087814
1238.900024414,17.561700821
1239.550048828,17.782077789
1240.199951172,18.116455078
1240.849975586,18.268033981
1241.500000000,18.412817001
1242.150024414,18.557394028
1242.800048828,18.451015472
1243.449951172,18.575586319
1244.099975586,18.598222733
1244.750000000,18.357761383
1245.400024414,18.186061859
1246.050048828,18.349006653
1246.699951172,18.579057693
1247.349975586,18.504562378
1248.000000000,18.422704697
1248.650024414,18.539854050
1249.300048828,18.636375427
1249.949951172,18.502763748
1250.599975586,18.400260925
1251.250000000,18.414005280
1251.900024414,18.314373016
1252.550048828,18.201246262
1253.199951172,18.207294464
1253.849975586,18.305871964
1254.500000000,18.140039444
1255.150024414,18.264537811
1255.800048828,18.649936676
1256.449951172,18.474569321
1257.099975586,18.166843414
1257.750000000,18.097436905
1258.400024414,18.167661667
1259.050048828,18.055822372
1259.699951172,17.924131393
1260.349975586,18.092977524
1261.000000000,18.321983337
1261.650024414,18.416000366
1262.300048828,18.290641785
1262.949951172,18.011409760
1263.599975586,17.569450378
1264.250000000,17.433012009
1264.900024414,17.543699265
1265.550048828,17.720516205
1266.199951172,17.779294968
1266.849975586,17.711652756
1267.500000000,17.724000931
1268.150024414,17.766571045
1268.800048828,17.962862015
1269.449951172,18.220769882
1270.099975586,18.405338287
1270.750000000,18.637218475
1271.400024414,18.604755402
1272.050048828,18.529890060
1272.699951172,18.755039215
1273.349975586,18.814239502
1274.000000000,18.610790253
1274.650024414,18.583631516
1275.300048828,18.554611206
1275.949951172,18.743049622
1276.599975586,18.867778778
1277.250000000,18.909645081
1277.900024414,19.191497803
1278.550048828,19.304269791
1279.199951172,19.375326157
1279.849975586,19.426237106
1280.500000000,19.866884232
1281.150024414,20.052186966
1281.800048828,19.769540787
1282.449951172,19.509241104
1283.099975586,19.461748123
1283.750000000,19.436672211
1284.400024414,19.377744675
1285.050048828,19.193395615
1285.699951172,18.934877396
1286.349975586,18.461820602
1287.000000000,18.194765091
1287.650024414,18.037948608
1288.300048828,17.861507416
1288.949951172,17.866474152
1289.599975586,17.913602829
1290.250000000,17.852411270
1290.900024414,17.696861267
1291.550048828,17.752737045
1292.199951172,17.429775238
1292.849975586,16.966022491
1293.500000000,16.826091766
1294.150024414,16.881904602
1294.800048828,16.957309723
1295.449951172,17.127111435
1296.099975586,17.304775238
1296.750000000,17.728635788
1297.400024414,17.951198578
1298.050048828,17.843866348
1298.699951172,17.870660782
1299.349975586,17.911643982
1300.000000000,17.954315186
1300.650024414,18.190147400
1301.300048828,18.405406952
1301.949951172,18.228530884
1302.599975586,17.987195969
1303.250000000,17.768064499
1303.900024414,17.749155045
1304.550048828,17.910469055
1305.199951172,18.222902298
1305.849975586,18.539249420
1306.500000000,18.391149521
1307.150024414,18.134546280
1307.800048828,17.821281433
1308.449951172,17.578220367
1309.099975586,17.548734665
1309.750000000,17.713300705
1310.400024414,17.636257172
1311.050048828,17.575134277
1311.699951172,17.427013397
1312.349975586,17.132606506
1313.000000000,16.956726074
1313.650024414,17.148216248
1314.300048828,17.354784012
1314.949951172,17.243429184
1315.599975586,17.297410965
1316.250000000,17.340560913
1316.900024414,17.354183197
1317.550048828,17.555541992
1318.199951172,17.389259338
1318.849975586,17.351610184
1319.500000000,17.364002228
1320.150024414,17.451948166
1320.800048828,17.625078201
1321.449951172,17.746349335
1322.099975586,17.836589813
1322.750000000,17.827404022
1323.400024414,17.795091629
1324.050048828,17.661355972
1324.699951172,17.707321167
1325.349975586,17.824153900
1326.000000000,17.724569321
1326.650024414,17.695661545
1327.300048828,17.687597275
1327.949951172,17.650926590
1328.599975586,17.539913177
1329.250000000,17.592819214
1329.900024414,17.626829147
1330.550048828,17.672302246
1331.199951172,17.757715225
1331.849975586,17.706394196
1332.500000000,17.670370102
1333.150024414,17.508642197
1333.800048828,17.403736115
1334.449951172,17.448352814
1335.099975586,17.532419205
1335.750000000,17.611970901
1336.400024414,17.515615463
1337.050048828,17.338674545
1337.699951172,17.303184509
1338.349975586,17.415443420
1339.000000000,17.559835434
1339.650024414,17.410358429
1340.300048828,17.429161072
1340.949951172,17.594833374
1341.599975586,17.865455627
1342.250000000,18.155845642
1342.900024414,18.079956055
1343.550048828,17.976440430
1344.199951172,18.086879730
1344.849975586,18.181138992
1345.500000000,18.265165329
1346.150024414,18.375074387
1346.800048828,18.444345474
1347.449951172,18.310813904
1348.099975586,18.166769028
1348.750000000,18.043907166
1349.400024414,17.954425812
1350.050048828,17.878246307
1350.699951172,17.785837173
1351.349975586,17.767793655
1352.000000000,17.931091309
1352.650024414,18.058763504
1353.300048828,18.064960480
1353.949951172,18.028821945
1354.599975586,17.942247391
1355.250000000,18.095016479
1355.900024414,18.177968979
1356.550048828,18.050579071
1357.199951172,18.178541183
1357.849975586,18.253116608
1358.500000000,18.092233658
1359.150024414,17.845485687
1359.800048828,17.650384903
1360.449951172,17.589538574
1361.099975586,17.527673721
1361.750000000,17.384330750
1362.400024414,17.250276566
1363.050048828,17.118591309
1363.699951172,17.018577576
1364.349975586,17.121026993
1365.000000000,17.087848663
1365.650024414,16.785076141
1366.300048828,16.653339386
1366.949951172,16.580446243
1367.599975586,16.321105957
1368.250000000,16.237749100
1368.900024414,16.171800613
1369.550048828,16.144723892
1370.199951172,16.167007446
1370.849975586,16.302116394
1371.500000000,16.455938339
1372.150024414,16.379560471
1372.800048828,16.107667923
1373.449951172,15.861209869
1374.099975586,15.874391556
1374.750000000,15.887642860
1375.400024414,15.935160637
1376.050048828,15.924047470
1376.699951172,16.083242416
1377.349975586,16.041345596
1378.000000000,15.761461258
1378.650024414,15.688589096
1379.300048828,15.797673225
1379.949951172,15.874169350
1380.599975586,15.886744499
1381.250000000,16.000715256
1381.900024414,15.946416855
1382.550048828,15.776998520
1383.199951172,15.736793518
1383.849975586,15.715822220
1384.500000000,15.895973206
1385.150024414,15.917510033
1385.800048828,15.919575691
1386.449951172,15.886559486
1387.099975586,15.854784012
1387.750000000,15.996784210
1388.400024414,16.140735626
1389.050048828,16.279792786
1389.699951172,16.289110184
1390.349975586,16.335115433
1391.000000000,16.315147400
1391.650024414,16.327793121
1392.300048828,16.553724289
1392.949951172,16.848833084
1393.599975586,16.871582031
1394.250000000,16.858659744
1394.900024414,17.010158539
1395.550048828,17.178398132
1396.199951172,17.265846252
1396.849975586,17.335592270
1397.500000000,17.423765182
1398.150024414,17.550178528
1398.800048828,17.811054230
1399.449951172,17.910264969
1400.099975586,17.841793060
1400.750000000,17.664119720
1401.400024414,17.551063538
1402.050048828,17.833324432
1402.699951172,17.921604156
1403.349975586,17.920532227
1404.000000000,18.067464828
1404.650024414,18.247299194
1405.300048828,18.378948212
1405.949951172,18.214357376
1406.599975586,17.900104523
1407.250000000,17.650033951
1407.900024414,17.301639557
1408.550048828,17.132802963
1409.199951172,17.135910034
1409.849975586,17.235343933
1410.500000000,17.301704407
1411.150024414,17.387424469
1411.800048828,17.319017410
1412.449951172,17.135255814
1413.099975586,17.189233780
1413.750000000,17.483396530
1414.400024414,17.656095505
1415.050048828,17.771688461
1415.699951172,17.810886383
1416.349975586,17.694313049
1417.000000000,17.583808899
1417.650024414,17.621801376
1418.300048828,17.889472961
1418.949951172,18.196134567
1419.599975586,18.326284409
1420.250000000,18.350799561
1420.900024414,18.238491058
1421.550048828,18.208030701
1422.199951172,18.007715225
1422.849975586,17.717420578
1423.500000000,17.482749939
1424.150024414,17.400272369
1424.800048828,17.267736435
1425.449951172,17.380184174
1426.099975586,17.511426926
1426.750000000,17.505271912
1427.400024414,17.371551514
1428.050048828,17.048700333
1428.699951172,16.929449081
1429.349975586,16.951292038
1430.000000000,16.677532196
1430.650024414,16.677307129
1431.300048828,16.861545563
1431.949951172,16.895965576
1432.599975586,16.774599075
1433.250000000,16.673002243
1433.900024414,16.640501022
1434.550048828,16.702531815
1435.199951172,16.827632904
1435.849975586,17.097211838
1436.500000000,17.522909164
1437.150024414,17.708467484
1437.800048828,17.606822968
1438.449951172,17.439725876
1439.099975586,17.262477875
1439.750000000,17.380434036
1440.400024414,17.627645493
1441.050048828,17.886991501
1441.699951172,17.828369141
1442.349975586,17.553440094
1443.000000000,17.367456436
1443.650024414,17.327747345
1444.300048828,17.213640213
1444.949951172,17.133016586
1445.599975586,16.964271545
1446.250000000,16.800779343
1446.900024414,16.665435791
1447.550048828,16.483486176
1448.199951172,16.434375763
1448.849975586,16.461669922
1449.500000000,16.541954041
1450.150024414,16.592885971
1450.800048828,16.594512939
1451.449951172,16.547824860
1452.099975586,16.610671997
1452.750000000,16.758514404
1453.400024414,16.935800552
1454.050048828,17.018770218
1454.699951172,17.311328888
1455.349975586,17.495216370
1456.000000000,17.450523376
1456.650024414,17.462711334
1457.300048828,17.589494705
1457.949951172,17.576812744
1458.599975586,17.447750092
1459.250000000,17.317516327
1459.900024414,17.140933990
1460.550048828,17.018617630
1461.199951172,16.900850296
1461.849975586,16.691423416
1462.500000000,16.470912933
1463.150024414,16.289686203
1463.800048828,16.077199936
1464.449951172,16.083517075
1465.099975586,16.090330124
1465.750000000,16.071142197
1466.400024414,16.222999573
1467.050048828,16.382179260
1467.699951172,16.383747101
1468.349975586,16.545476913
1469.000000000,16.984054565
1469.650024414,17.359258652
1470.300048828,17.444555283
1470.949951172,17.556634903
1471.599975586,17.481899261
