 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100
Time(s)/Cell Status, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided
433.72592,-2682.354,-2994.749,-2280.585,646.3342,-1215.548,-4142.634,-1003.98,17953.5,-446.1071,-1400.523,-2670.162,-455.3694,-3456.43,-792.2396,825.3391,-261.3394,753.0778,1064.542,305.9734,-2161.941,-1558.787,-352.8239,189.4997,2705.731,-1518.433,-707.4419,318.6415,-2356.823,-528.742,-2062.928,-2799.625,-1856.537,-4239.368,143.8064,-986.119,-793.2472,-6025.284,11897.71,-888.0213,-187.8288,-1795.829,-1594.167,-1739.678,-161.3661,-2729.501,-389.8419,8615.153,-2223.471,-3954.9,-1683.461,-1288.102,-923.0903,-3650.988,-22.04326,-1490.291,175.9361,90.65273,-674.3702,-1712.503,-2204.003,-3126.327,-1140.616,-1045.949,-654.8213,-344.7446,-128.9374,-1950.485,524.7015,-2266.303,1294.786,744.134,-1956.607,-1253.556,-1513.884,-71.45026,9223.31,-710.8465,-73.04791,190.3896,-1788.87,-916.6022,19.29216,-4752.275,-2820.436,-1703.732,-1916.04,-3120.678,-3438.307,807.9265,-2143.594,-2515.782,-1493.215,-5239.384,-70.62531,3679.425,-827.3267,-754.1008,571.3532,-2116.63,-5159.44,-6221.443
433.82588,-5620.697,-3465.602,-1564.852,1432.587,-1605.016,536.7709,-860.5859,20726.44,392.9258,-1577.279,-2607.854,-1214.444,-1977.523,994.2318,1456.285,-1577.296,-170.7306,709.3477,-89.33919,-1789.683,-1848.598,-1717.14,717.037,4173.222,-1024.631,512.3937,-2545.77,-3249.29,354.0025,-2176.225,-384.8411,-3147.04,-1378.387,-74.93845,-221.543,-335.0857,-4903.36,11552.25,-4.208346,1472.56,-2253.611,-1801.289,-436.8407,-2427.917,-3125.488,-1562.672,7940.519,-4420.867,-6342.91,-2376.791,1703.002,188.0753,-3083.901,1261.387,-262.729,-866.6228,-1667.421,-2895.808,-3549.549,-1434.617,-2253.382,-1912.927,-816.3707,178.8669,-1014.817,-206.5815,-1889.39,1724.35,-852.3807,-123.8223,188.3653,-3003.834,-632.528,-864.2722,158.7045,8502.071,-462.6237,340.7585,1301.423,-1913.197,-264.7193,998.205,-6131.671,-3366.453,-4063.699,-2158.4,-2467.639,-1008.219,-249.6898,-436.6106,-1196.696,-923.7357,-6345.535,-749.6383,757.1299,-1529.392,-315.3811,-237.677,-180.9995,-3403.183,-2677.831
433.92584,-5610.244,-1940.044,-3097.683,1743.663,-582.1666,-2597.521,9.67327,19716.68,-1505.917,-1334.66,-1555.852,-1101.443,-2084.814,906.1293,1107.241,-634.6683,-994.4404,-1093.926,4835.713,-1474.962,-2946.896,240.9973,-967.8481,4362.924,-967.8634,-422.2617,-1284.32,-4151.247,-1447.257,-2418.325,-4010.985,-2404.35,-3194.629,-353.8359,-843.153,-1781.245,-4537.439,9008.618,-672.9636,1633.98,-2957.645,-3658.763,-2249.396,476.758,-326.9879,-311.743,7317.236,-3224.005,-6583.057,-3197.399,-1371.232,-1136.204,-3105.891,-1605.484,-117.8396,527.4321,-493.7836,-1480.836,-3414.598,-1456.291,-2792.243,-671.73,1600.613,1078.162,281.0053,-2610.841,-1416.265,440.2234,897.1922,603.0183,596.3336,-424.8692,-267.5774,-904.84,-615.2874,9054.29,-163.2925,-1272.758,946.3465,-890.179,-2000.888,-544.8314,-3353.908,-1080.784,-1455.976,-752.8841,-1272.564,637.3848,1458.062,-449.459,-1816.272,2.674051,-4929.331,176.2655,3627.186,741.4739,982.7126,966.3864,-4061.791,-3345.41,-1124.108
434.0258,-2848.647,-897.1063,-2754.276,2009.61,567.4549,-3372.813,-1314.21,19662.24,-877.8734,-1460.846,-449.7415,-374.7359,-2480.75,199.0957,2130.991,970.4673,-1450.286,64.30161,5521.728,-1218.675,-3519.681,-348.59,487.878,5510.52,546.0506,475.3368,-2755.571,-3732.487,60.38498,-2482.548,-2691.429,-2888.772,-3125.374,1157.723,-844.2043,-1704.331,-4005.335,8531.334,-1243.924,3708.912,-234.4991,-1253.975,203.329,-1490.468,-1291.284,36.20594,8111.818,-1270.945,-6956.589,-804.989,905.5836,-2195.266,-3023.984,280.7427,556.9612,-1131.665,2101.49,-927.3848,-3829.674,-862.4418,-683.924,1235.197,-255.0577,-2158.386,-559.7558,111.919,-2781.003,1706.16,772.6429,393.8333,-356.4324,403.3928,-723.9406,-1616.516,123.0712,6532.042,1225.168,-4466.371,1054.81,-399.9334,-1499.56,223.078,-3409.506,750.0228,-1022.643,-1306.887,-1978.751,551.0483,727.835,-1223.535,-87.70416,-2341.381,-4425.86,-349.3195,2416.898,154.5756,-1846.703,217.8651,-1070.189,-3960.086,-3806.917
434.12576,-3339.29,-2531.588,-2686.874,1785.633,-871.9178,-1015.411,7166.052,28049.24,-337.0303,-2045.849,-4191.801,-2143.933,-3569.305,930.5211,-1079,-97.84953,-3477.649,-514.3098,8981.035,-3128.775,-1708.775,-2305.725,-1299.107,4805.934,-1421.262,-1612.088,709.6274,-3229.064,-992.1198,-1795.687,-2542.49,-76.22498,-1368.614,-1647.044,-2989.262,-870.8691,-4042.788,9662.556,-1165.493,5085.871,-2364.967,-2595.428,92.47247,-1198.331,649.6959,2709.317,8155.243,-1851.996,-5488.703,-2185.889,648.0958,-520.7203,-2950.173,-596.1889,-1630.605,-2486.042,3005.86,-1559.275,-2902.311,-1189.096,-1156.796,-302.3699,929.7902,-784.4629,-411.5511,-219.2094,-1916.799,708.7505,-1462.067,-1932.822,3215.191,1835.306,-339.6554,-1448.664,1849.072,5253.028,1230.933,-2272.751,-856.3779,-639.5859,-26.85653,602.2571,-6373.206,-4711.119,-260.1099,-2427.774,-3279.711,-476.5211,-262.6573,684.3052,-4148.274,-1417.244,-3386.367,965.8241,2892.859,716.2449,-370.9501,699.5747,-2842.177,-4297.416,-2025.715
434.22572,-5860.201,-5287.318,-2621.008,1453.287,-557.2241,-2564.721,7145.564,27942.38,-1392.642,-1711.72,-3188.127,-2147.975,-3298.146,-551.6534,923.7977,-451.2745,-2235.12,322.8825,11099.8,-1054.769,-2794.323,-675.6531,-575.2027,2134.903,-1319.146,-732.7686,204.4961,-4254.984,1456.627,-2809.155,-2207.64,-811.2311,-3356.372,-217.0168,-1432.613,-768.2039,-3581.902,8969.222,-2393.719,6139.781,-1610.763,-2137.194,-1569.996,-3336.714,-139.658,5780.831,7335.412,-2379.791,-5954.94,-2803.59,-518.8451,-710.4775,-1721.509,-356.2968,17.78646,-1266.418,4116.893,-1232.983,-4036.932,-20.75406,371.1623,-2239.467,-1322.208,-32.70997,-945.9584,1603.998,-2744.061,631.6819,-411.2737,1257.399,3915.244,1661.727,-913.5739,912.4389,2416.283,3960.847,-1694.928,-3632.353,-981.8992,-2258.486,-628.1326,3151.679,-5352.444,-1110.063,2016.449,-141.1344,-789.0626,1243.067,1115.063,-870.24,-3194.12,-3236.836,-2543.516,-938.0413,2300.415,3304.571,-462.8145,-136.3191,-2285.149,-3310.652,-3622.059
434.32568,-5676.696,-4890.987,-2738.869,2096.296,-802.649,-1656.377,3858.805,26771.18,-2132.403,-246.0206,-2158.209,-1652.295,-3543.278,-1110.181,-667.6216,956.7,-2934.137,-104.0633,8176.92,-1714.771,-1638.291,-365.9144,-478.0834,2108.743,-952.8754,-1124.62,-302.1798,-4346.841,543.7628,-2321.082,-3339.604,-1721.165,-4560.892,-52.05875,-3190.483,-1362.728,-5675.622,8934.996,-237.2412,6812.375,-1006.84,-2659.185,170.3207,-1890.71,-2530.654,6934.781,5489.244,-2606.059,-4203.978,-2257.982,962.9284,-695.8734,-3520.393,-145.4469,-112.552,-1726.73,6904.831,-3301.511,-2459.024,161.5587,-1490.383,-728.3832,347.3284,-625.7614,-798.1334,331.523,-1738.599,1443.323,1382.53,-994.0842,5837.886,400.8437,-214.2252,-222.0793,2158.223,3913.182,708.2932,-1171.907,-853.0952,-345.0912,565.8165,1003.026,-1505.188,-3766.308,8.891998,-2263.214,-1908.708,-935.4211,157.3605,-700.473,-2369.912,-1439.541,-1323.281,-1365.331,803.717,3029.334,-415.5759,-2291.18,-1105.572,-3710.104,-1217.638
434.42564,-4325.632,-1813.918,-3822.481,1880.75,-2325.242,-2296.627,4870.5,24041.74,-1401.54,-365.4621,-2356.507,780.5931,-3684.556,888.5942,-220.7761,-987.1257,-2445.571,-241.242,8163.025,-2247.32,-235.1407,-727.2576,-1422.379,3095.155,-561.5375,233.319,321.1446,-3830.777,-897.5147,292.2992,-841.1667,-1724.342,-2895.887,-1810.124,-1819.966,-1315.318,-5796.021,7710.368,-2086.219,7097.943,-1615.239,-1947.102,-292.4319,-3.709527,-1502.76,4566.959,5155.37,-2943.181,-5988.849,-763.8187,968.1955,-1875.879,-3395.735,1100.395,-772.865,1761.673,9143.388,-3206.9,-4592.787,2222.092,352.2782,-1695.327,-183.7543,-1597.106,210.1765,-2180.312,-1393.06,543.5186,-1325.505,436.0047,5386.835,3493.022,-928.8309,116.8804,2207.419,3745.213,567.043,-2730.75,182.6409,-1769.832,-1801.651,543.7723,-4228.722,-3385.944,-606.689,-1955.21,-835.7961,1112.911,281.7172,665.7171,-1067.998,-1361.897,-2398.927,-684.3141,427.6667,4568.042,-1514.306,843.8042,-1291.189,-449.5948,-3035.458
434.5256,-3567.77,-4137.321,-2714.304,1284.366,-1522.032,-2097.579,1570.415,24170.62,412.6234,-2718.602,-1754.008,-2098.055,-3838.229,-1015.3,427.3308,71.68362,-1904.479,541.4472,5461.996,-807.4603,-362.7858,-767.9072,-270.5536,869.1091,-2342.951,-861.4606,2090.21,-3713.393,590.6823,-1803.718,-1135.916,-501.8605,-699.2986,-97.00991,-2144.042,-1211.786,-5199.757,6441.181,-440.4085,7393.657,-2293.264,-2965.867,789.2612,-100.424,-2296.854,5598.156,5380.093,-2534.678,-6555.598,-598.2828,2425.737,697.873,-5038.821,-1005.767,-1560.967,-366.7181,11291.76,-1027.424,-3602.611,-238.6749,1259.755,-2807.415,-2240.739,-769.6703,-2630.742,-943.1389,-2114.41,-474.2699,-1293.367,-446.3381,4229.168,1621.392,-1071.858,-452.4398,-455.9517,2816.858,-83.77048,-1094.12,32.29794,-1883.005,-826.8961,1712.905,-3448.455,-3211.851,2083.834,-1099.414,-150.8358,74.2851,-263.5112,-2183.978,-2169.244,-1047.172,-1185.942,-1001.617,508.0083,5098.29,-1097.66,-373.7961,-2182.667,-731.8801,-851.7652
434.62556,-4555.579,-1933.867,-3540.791,110.4732,-1241.074,-2979.723,2309.284,22772.93,-1117.139,-788.3665,-1980.205,-1105.659,-868.1759,1138.664,-1763.771,-835.5809,-1643.903,469.566,4247.421,-899.6918,-1287.763,-466.9161,-29.24296,650.3657,282.5389,-418.6311,-153.2864,-5214.58,-179.8389,-503.1152,-1123.641,-998.0494,-1776.577,-1308.634,-2070.494,-1079.654,-5206.524,5020.573,-256.2451,11706.91,-386.3015,-3893.564,3511.606,-254.7899,-1856.613,6339.841,3812.753,-2265.924,-3874.512,88.20297,2333.25,-643.6527,-5636.364,-243.0515,619.1703,-2488.929,9883.867,-2749.364,-3654.177,-1805.098,-446.7805,-422.409,264.5087,-487.0232,-729.8175,-1098.072,464.6235,920.8608,-485.3956,2238.452,4669.694,3879.22,1201.688,-1944.445,1145.432,3995.25,-630.9085,-2200.197,-2075.916,-912.0467,-2348.337,2374.278,-5731.093,-4452.665,2107.156,-1838.319,271.9172,349.1602,1649.647,-960.9601,-3668.885,-201.2786,2859.498,-1796.469,682.5128,3604.751,57.2028,632.2416,-2207.551,1613.225,-4776.892
434.72552,-2581.474,-3382.239,-3347.047,1203.27,-1365.652,-330.6987,2000.644,24415.72,-284.0279,-2280.017,-2549.427,-2087.367,-2040.012,-806.4283,-1099.354,417.8011,-1775.611,206.0109,3963.12,-990.7313,1600.205,-481.8492,-2033.89,-294.2501,-1648.73,429.8269,-506.5707,-2249.063,-917.7686,-1562.087,-537.6777,697.2205,-2067.223,-556.6525,-1389.088,-1676.458,-5245.725,2190.407,-2594.184,15196.52,-1501.131,-3263.133,1681.353,-873.7657,-1532.605,6568.136,5881.115,-2419.377,-4922.609,-1159.125,1935.208,-1438.761,-5046.837,-2799.827,-42.49865,-2382.439,9448.09,-2642.846,-3287.397,-501.9823,501.2179,-1780.332,-726.4951,287.4498,-586.9131,621.0999,-975.0745,429.6882,-805.6534,1291.309,8716.448,1024.711,-1674.424,-2103.215,-657.4125,2822.857,592.303,-1832.469,-1787.307,-377.6429,-2044.165,695.5316,-4067.672,-812.5742,4508.024,-536.4111,-1487.507,3976.632,-700.838,724.7413,-2466.252,-1869.289,3819.725,-1988.735,-130.1871,1903.995,-2523.481,766.6933,-3642.099,218.9721,-2396.851
434.82548,-2300.767,-4730.1,-1735.63,200.2377,-2835.768,-2543.938,111.1286,21538.77,-896.5956,-876.9437,-884.4897,-1928.194,-2715.282,-1350.854,-1276.234,-166.3412,-1312.211,1638.346,1817.822,-1696.684,-511.988,-800.0151,-96.46762,-1063.021,-2246.909,-792.5632,791.1165,-3767.874,-305.2103,183.8427,-1358.913,-304.1807,-3013.987,-1094.362,-2596.844,-1219.364,-5049.037,2840.596,-968.1887,19059.38,-1605.904,-3207.009,-835.4724,-816.8925,-1087.65,3667.003,4434.931,-1899.786,-5633.22,-1756.326,819.0053,-1024.785,-4028.078,-834.159,-676.637,-1585.372,5984.502,-1804.646,-3466.959,-429.3586,-358.8691,-3748.912,-1396.413,-2511.792,-936.1346,-528.5456,-495.3307,41.3941,-1514.416,1523.617,8833.034,164.4862,-311.6506,-1031.191,2294.441,3022.146,565.0172,-3135.783,-1299.444,264.1179,-1159.822,-1377.757,-5331.375,-2702.967,1592.166,522.8167,-2170.111,5238.962,1460.315,286.4868,-2476.629,-765.2838,562.6149,-1090.511,1123.628,3639.335,1055.979,-889.1671,-2331.607,3388.141,-2870.358
434.92544,-2398.906,-2670.82,-3342.942,1815.429,-1195.926,-2853.258,1648.719,20489.95,456.4276,-579.7301,-2181.852,-2773.177,-2571.113,530.6062,312.9342,-1687.122,-1714.087,-893.6785,3738.564,94.00286,-1294.329,394.4906,-417.3779,-693.9399,-1204.115,-1660.359,-1526.903,-2756.644,-1153.743,-752.5078,-1070.565,311.3843,-4732.294,-273.9099,-866.662,-1256.717,-3973.302,1974.702,-1615.887,16742.65,-2265.934,-2518.479,609.4999,-1210.364,-4888.072,4720.307,3627.456,-1173.038,-5406.371,-1179.172,26.91423,-1856.924,-3409.317,546.5958,1734.442,-1404.327,5443.997,-1029.125,-2576.442,-1274.939,-600.9518,-1684.316,-189.314,628.7341,-1484.556,332.9361,-413.3757,-1515.67,474.4172,2791.074,10362.44,1772.845,1461.374,-1335.156,-307.0462,608.5233,1228.302,-2128.896,1164.518,-471.9921,52.72085,1900.433,-5307.576,-1437.052,2161.377,616.8252,-2640.56,4911.439,234.0979,734.2034,-1832.198,1728.401,170.1107,-57.48873,-447.5617,4076.965,1036.665,1564.981,-2175.48,1166.31,-2070.459
435.0254,-2103.35,-3089.19,-2101.267,2850.579,-1124.352,-2468.803,-636.2376,17981.38,-1889.444,-1058.819,-2613.918,-205.5083,-1591.46,-1004.858,799.1793,14.23607,-3030.115,49.82317,8422.341,168.6074,-1087.082,234.2737,-1116.097,-1479.109,-2972.483,-1870.278,-1022.896,-3807.811,1213.011,-3179.995,235.7322,547.8264,-2598.155,-1004.676,-1213.553,-627.7194,-5673.711,1071.118,133.9861,14726.68,-1018.102,-1500.762,711.9804,-2526.74,-4451.429,5499.256,3430.858,-4432.364,-6614.532,-776.2512,1897.142,-1526.036,-2910.522,1127.663,-777.7468,-437.5618,9231.437,-1259.273,-2477.541,1698.815,633.0368,329.9966,162.5886,178.3345,-2205.264,-1908.065,-648.7269,-1647.882,-538.8992,228.0037,9150.361,-445.1183,-2245.902,-9.606894,597.8015,1016.497,-750.5684,-1652.121,510.2461,-1276.587,-1549.258,241.4961,-5782.782,-942.8186,1089.969,-157.3636,-2490.709,2153.522,-472.631,-393.9591,-726.1125,719.8005,-2549.992,-862.5005,1060.627,6430.044,-452.4508,-2695.519,545.9758,-531.2152,-2502.727
435.12536,-2304.989,-3566.663,-3487.103,568.919,592.1959,-1904.296,739.9092,15208.79,-2599.485,-2306.735,-1334.146,-1561.538,-3406.191,-221.1915,-1133.532,-1435.133,-2325.149,233.6217,10947.03,-2719.191,-1778.441,-381.8088,313.4405,-471.2712,-3518.115,-1787.528,-1035.31,-3795.853,-310.1179,-2264.829,-1637.513,570.05,-3810.643,-1288.214,-1593.689,-1242.393,-3129.587,1406.936,-549.2817,15519.3,-3090.326,-2538.203,-809.0367,-184.1663,-2220.362,2561.946,1425.961,-3730.978,-7680.3,-2026.855,-1233.448,-2183.459,-4184.776,-755.585,963.4703,267.5685,12401.75,-579.1526,-3202.514,-2677.391,-1163.571,-1611.614,-1316.419,-2653.633,-2994.158,1067.925,-1221.192,-1734.511,-1858.536,-1002.517,7754.702,2100.144,289.688,-975.0461,409.5262,3515.945,902.0417,-794.2205,-13.9521,68.49126,-235.1673,1022.969,-5821.734,-1565.223,1555.744,774.2452,-1560.648,3783.681,-1452.415,-207.8688,-1670.421,13.5446,-2601.687,-286.791,-279.2542,7366.389,-1679.542,216.0247,641.4445,-988.1072,-2080.198
435.22532,-1848.573,-2820.372,-2850.139,2835.198,1426.765,-1593.496,-194.7761,13873.54,-3592.317,-3532.564,-2470.859,-233.181,-4288.758,1413.106,-570.1464,-1335.79,-3438.959,2386.486,12362.74,-209.627,-3694.03,-53.23151,1042.773,1207.603,-2500.065,-2242.622,-1575.02,-3789.747,-964.7484,-304.6205,-843.2135,246.1734,-5926.899,-834.6937,-4312.983,-1993.482,-5650.119,-529.9113,75.75566,12862.45,52.62119,-3235.441,-1108.203,-1376.767,-736.3298,3302.811,2937.341,-2012.722,-8316.215,-3086.563,196.4653,-1253.992,-3277.851,-1392.354,-1609.397,-2384.51,11004.32,-3134.092,-2697.536,-77.18961,-1163.753,-1063.896,391.4806,-2234.32,99.93122,-1133.203,-1283.297,-1795.206,-887.302,-931.7379,6149.067,1411.881,-1341.002,-1741.792,3744.548,1045.755,155.914,-1519.416,793.3214,-774.7961,1002.339,-420.4962,-2191.475,-1691.803,1346.495,-757.0703,-4088.635,4195,-1596.084,-396.2842,-1556.704,-322.1564,-3151.231,-2022.585,1002.737,4715.506,-3013.051,-389.2918,-1968.824,1191.065,-2782.305
435.32528,-6280.179,-2602.944,-2564.36,2716.436,47.31516,-698.6307,-448.9091,14681.61,-111.8363,-1371.743,-2786.584,-1961.815,-3011.244,-1137.549,396.9124,-584.1251,-2893.31,-574.0959,12998.86,-1686.71,-3884.76,-603.1595,-948.2621,-688.2867,-808.545,443.2548,-740.4028,-3533.981,-567.1718,-1653.321,-1774.371,187.0665,-4829.264,-550.2875,-2556.288,-618.769,-3068.985,437.1836,-2044.213,13553.54,-2020.831,-33.06784,-625.7884,-2165.218,-3890.49,3268.616,2557.456,-2734.527,-9795.19,-845.4958,-1911.681,-557.1652,-2338.636,-562.5693,-1197.499,-872.2232,11827.02,-1042.86,-3087.153,815.1246,-665.7452,-1044.104,-688.2659,-1506.388,298.0249,-568.0097,-1249.184,-2925.362,-467.7241,135.0185,7112.667,1373.896,-1474.406,-27.92892,2970.907,199.3674,-540.3347,-1150.85,1213.342,-909.0575,673.4435,-251.2996,-4576.512,-1430.229,-1329.282,-932.6577,-3045.18,3371.256,-144.8768,1306.587,-2168.243,-1898.531,-1944.731,-1492.75,-196.7283,5122.333,-1531.496,128.6038,-1780.867,-576.3583,-3784.356
435.42524,-4599.446,-2952.875,-2021.822,1545.794,-623.2445,-1726.868,1491.279,11613.87,-2703.343,-3061.607,-2423.085,-2247.99,-3807.585,-608.4576,-780.8762,-576.5725,-1510.257,-424.6784,15876.16,-3206.226,-2180.064,94.88696,-1105.655,-62.56445,-1022.249,-1441.158,-934.5776,-3086.946,-63.8103,-1891.901,-1948.952,119.2528,-4348.663,259.5402,-1124.343,-2537.646,-2116.889,-485.0478,-1575.475,10773.31,-1965.431,-1678.954,-1280.573,-3729.642,-1391.921,3936.538,2279.811,-1782.684,-8568.214,-576.8649,730.3735,-1817.092,-2162.388,128.5024,-1895.293,-1754.241,9352.223,-653.2278,-2405.46,-830.4033,-1992.286,-806.1221,-1765.525,-2461.234,-3487.221,-753.7359,-1877.598,-2338.449,-207.0242,-1693.238,8036.6,1408.833,-597.0456,512.1497,3947.162,908.8755,-376.1391,-2149.618,363.92,-1241.252,-1597.316,-1582.52,-5637.496,-1053.38,-988.0759,1555.65,-1928.101,3720.958,-771.7048,2592.649,518.9739,-1335.449,-2018.423,-1205.56,917.6707,3563.689,-3474.992,-702.7288,-805.9827,-1423.718,-2850.216
435.5252,-3861.265,-1995.196,-2525.209,2292.628,333.5386,-1610.176,1657.696,12285.75,-2129.173,-1967.753,-2858.637,219.9586,-2599.487,104.3798,-615.8201,-672.614,-2399.939,836.0645,15489.75,-254.3306,-655.5365,-187.1214,-2672.745,2421.894,-2819.716,-1203.972,-2040.562,-3368.051,-705.9982,-882.8725,-422.8532,-33.88921,-4779.853,372.5268,-3655.129,-384.6539,-3216.598,752.5718,-1057.492,9853.862,-3835.481,466.8965,-782.7639,-2434.727,-3783.853,2959.764,1194.778,-1087.82,-7094.317,-1599.116,-1879.724,-1326.437,-2760.612,560.36,657.3525,-683.852,13518.56,-2129.546,-3226.511,181.3068,-1256.509,1382.954,717.6606,-3004.259,-2499.354,918.805,-1059.106,64.32157,-2675.041,257.9281,7110.122,1386.799,-160.3415,-1468.497,2901.628,1743.967,-1293.231,438.8004,-1725.719,-1836.872,1061.171,954.912,-5109.412,-3323.165,-3921.399,-66.61633,-2237.924,2942.228,-1445.738,300.6762,-2041.982,-2073.223,-3441.343,-850.4368,-1814.734,6098.837,-2427.451,-1352.562,-1552.996,-1309.256,-4178.363
435.62516,-2163.31,-3439.118,-2623.129,1736.927,-1434.864,-2034.202,-65.04589,10758.32,-1822.456,-2694.04,-2297.404,88.42929,-2921.25,-1049.811,-192.3683,-1425.315,-1542.151,27.67077,14794.42,-1608.467,-3717.671,-2754.729,-1882.012,-876.5634,-1814.786,-1725.245,-2116.331,-2401.138,-1758.461,-126.1205,-330.8546,222.0735,-5177.199,-868.4534,-3909.824,-1369.929,-5043.053,558.3382,-1192.662,8931.477,-2446.775,-2289.916,765.4841,-3321.384,-2168.17,1830.52,1828.732,-3391.079,-8999.277,-2339.987,499.3763,-33.19249,-4862.39,-3087.815,1082.581,1052.069,14853.57,-1730.455,-3283.227,1532.847,-1119.366,40.91751,-383.0883,-868.4124,-4357.353,421.9559,-1548.33,-2296.043,-601.4211,319.1741,6419.429,2706.957,2000.669,-752.8948,3408.256,1357.203,-741.7955,-1834.569,1092.865,651.7143,735.0184,489.2112,-3387.734,-1677.756,-2185.292,396.2235,-1495.897,3169.16,-320.7315,920.8587,-2253.368,14.44876,-3481.443,-818.6661,-247.6204,3237.841,-2110.167,2044.467,-2058.978,-219.8941,-2056.431
435.72512,-2331.917,-1469.421,-4101.426,1186.353,-799.1799,366.4782,-531.8199,10948.56,-2450.08,-1848.63,-776.4404,-1629.132,-3301.701,1443.951,-2228.017,-2481.795,-1794.426,-97.62714,15040.83,110.213,-1925.771,-248.6908,-835.1381,426.408,-1025.016,-1981.81,-344.7256,-3429.228,-855.9789,-2211.146,-1378.167,555.5959,-3973.768,-652.1727,-2281.302,-22.08573,-2484.723,-536.7593,-1206.377,7832.415,-3809.3,-479.7303,-2630.811,-3106.441,-1600.868,827.5067,5.218178,-4374.181,-8820.823,-2222.49,141.1153,-803.6586,-924.6301,-704.2292,-846.4364,-988.863,14492.19,-1967.172,-2672.834,-849.6416,-656.7682,-366.1289,-365.7758,-1895.258,-2214.107,-2336.656,-2614.417,-1683.467,-1315.354,-1638.89,6973.357,2949.13,-0.3770118,668.2939,1744.982,1038.199,248.2405,462.432,640.4717,-456.4671,1107.89,-836.7104,-4159.093,-1914.566,-3131.701,-786.1229,-2999.677,3866.029,-1308.463,-814.5369,-2018.876,-2071.069,-5338.214,-105.1222,520.5667,4917.395,-1206.791,219.7995,124.1011,-2973.255,-1674.437
435.82508,-3433.514,-4736.745,-2703.834,2032.753,-888.6714,-1913.288,220.5914,8915.209,-2747.439,-2757.498,-2050.772,-709.6642,-2948.155,-756.6248,623.4179,-2340.751,-34.98914,131.7337,15197.48,15.26118,-2041.607,-1143.444,-2167.54,1152.574,-1950.007,-2163.547,-983.1414,-2871.114,-1861.736,-605.137,-109.0932,-383.659,-6601.463,-568.8255,-1628.991,393.7782,-3841.398,-200.2203,-675.8406,7827.547,-2231.484,-818.4548,-1644.412,-2466.836,-4583.989,-129.1115,539.043,-1894.197,-9570.587,-1084.651,492.771,-2186.547,-3220.558,-2264.286,-901.3012,-3501.856,16768.75,-2484.737,-4820.582,-341.8987,-235.7879,1219.391,962.0576,-1472.064,-3520.385,693.2004,-1856.097,-2200.134,-2471.584,-2241.761,7653.753,138.226,-867.6824,-670.9616,4022.964,-66.15784,-119.3736,-769.1877,1947.178,-914.4683,-732.2299,-1444.064,-2735.394,-1608.922,-1412.114,2752.867,-817.581,1734.578,-1772.39,-1770.332,-3328.439,-964.7213,-3171.004,-660.0791,666.706,5021.956,-261.3644,432.7517,-3273.381,-1866.923,-2573.258
435.92504,-3063.339,-3264.97,-1251.898,-1355.173,-45.35044,676.0915,-563.5657,8683.485,-254.1346,-2470.121,-2135.397,758.2488,-3327.655,1011.55,-2158.737,-1729.349,-1878.62,751.8935,18920.7,817.2216,-4169.463,-1521.708,-680.6351,1928.636,-1626.633,-560.3506,-181.6543,-4073.588,-227.7258,-355.4753,-1416.204,148.4394,-5415.319,-616.2081,-93.43732,-473.1372,-3546.897,-1067.92,-472.5409,10586.27,-2685.495,-2758.461,-2572.208,-331.6037,-4248.942,2347.626,305.5582,-4745.789,-8970.497,-1406.546,-318.9439,-324.6866,-1681.931,507.9879,-90.51061,-864.6342,17118.29,-995.1279,-2607.309,1140.87,-578.7711,1519.259,-407.484,-2592.958,-2331.325,-307.1884,-2104.956,-969.7322,-2239.326,-794.8691,5655.155,2625.19,-564.105,2255.444,1574.224,1683.018,383.3336,-883.3546,253.114,-1716.735,-569.1178,-2781.831,-2529.894,-1927.401,-1975.313,136.6759,-2741.635,4861.434,-1774.613,720.6332,856.2904,-4095.906,-4168.936,-378.8557,-423.5345,4458.396,73.56541,20.06068,-474.2833,-2387.818,-1928.788
